bhk,area,region,status,price_in_USD,house_type,new
2,1030,3,1,58536.0,0,1
2,1030,3,1,58536.0,0,1
2,1027,3,1,58356.0,0,1
2,1027,3,1,58356.0,0,1
1,730,3,1,39912.0,0,1
1,730,3,1,39912.0,0,1
1,790,3,1,43200.0,0,1
1,790,3,1,43200.0,0,1
2,950,3,1,53988.0,0,1
2,950,3,1,53988.0,0,1
2,1063,3,1,60408.0,0,1
2,1063,3,1,60408.0,0,1
2,1057,3,1,60060.0,0,1
2,1057,3,1,60060.0,0,1
2,1008,3,1,57276.0,0,1
2,1008,3,1,57276.0,0,1
2,1070,3,1,60804.0,0,1
2,1070,3,1,60804.0,0,1
1,812,3,1,44400.0,0,1
1,812,3,1,44400.0,0,1
2,1012,3,1,57504.0,0,1
2,1012,3,1,57504.0,0,1
1,501,3,0,35400.0,0,1
1,399,3,0,29400.0,0,1
1,440,3,0,31800.0,0,1
2,635,3,0,43800.0,0,1
2,569,3,0,39600.0,0,1
1,464,3,0,33000.0,0,1
1,422,3,0,31200.0,0,1
2,989,3,0,44400.0,0,0
2,935,3,0,53400.0,0,0
1,665,3,0,33420.0,0,0
2,960,3,0,48000.0,0,0
2,941,3,1,46800.0,0,1
1,700,3,0,30000.0,0,0
1,670,3,1,33600.0,0,1
2,867,3,0,46680.0,0,1
1,604,3,0,28800.0,0,1
1,670,3,1,31200.0,0,1
1,730,3,0,38400.0,0,1
2,950,3,0,45600.0,0,0
1,490,3,1,32400.0,0,1
1,650,3,1,30000.0,0,1
2,980,3,0,54000.0,0,1
1,396,3,0,24000.0,0,1
2,839,3,0,39072.0,0,1
1,610,3,0,35400.0,0,1
1,610,3,0,35760.0,0,1
1,390,3,0,23520.000000000004,0,1
2,975,3,0,55500.0,0,1
1,685,3,0,28800.0,0,1
1,665,3,1,28800.0,0,1
2,839,3,1,39000.0,0,1
1,685,3,0,33480.0,0,1
2,838,3,0,39000.0,0,1
3,2045,3,0,144000.0,1,1
1,665,3,1,31800.0,0,1
1,645,3,1,31080.0,0,1
1,685,3,0,29220.0,0,1
2,887,3,0,43140.00000000001,0,1
1,645,3,1,30600.0,0,1
2,832,3,0,39720.0,0,1
2,887,3,0,43800.0,0,1
1,690,3,0,33480.0,0,1
1,670,3,0,43200.0,0,0
1,670,3,0,29400.0,0,0
1,670,3,0,34800.0,0,0
