bhk,area,region,status,price_in_USD,house_type,new
2,975,Ambernath West,0,55500.0,0,1
1,685,Ambernath West,0,28800.0,0,1
1,665,Ambernath West,1,28800.0,0,1
2,839,Ambernath West,1,39000.0,0,1
1,685,Ambernath West,0,33480.0,0,1
2,838,Ambernath West,0,39000.0,0,1
3,2045,Ambernath West,0,144000.0,1,1
1,665,Ambernath West,1,31800.0,0,1
1,645,Ambernath West,1,31080.0,0,1
1,685,Ambernath West,0,29220.0,0,1
2,887,Ambernath West,0,43140.00000000001,0,1
1,645,Ambernath West,1,30600.0,0,1
2,832,Ambernath West,0,39720.0,0,1
2,887,Ambernath West,0,43800.0,0,1
1,690,Ambernath West,0,33480.0,0,1
1,670,Ambernath West,0,43200.0,0,0
1,670,Ambernath West,0,29400.0,0,0
1,670,Ambernath West,0,34800.0,0,0
2,945,Ambernath West,0,54000.0,0,0
1,720,Ambernath West,0,37200.0,0,0
2,936,Ambernath West,0,46800.0,0,0
1,430,Ambernath West,0,25200.0,0,0
1,720,Ambernath West,0,37200.0,0,0
2,900,Ambernath West,1,54000.0,0,1
2,900,Ambernath West,1,57600.0,0,0
1,640,Ambernath West,1,36000.0,0,1
2,875,Ambernath West,1,54000.0,0,1
3,1250,Ambernath West,0,74400.0,0,0
3,1350,Ambernath West,0,73200.0,0,0
3,1250,Ambernath West,0,70800.0,0,0
3,1250,Ambernath West,0,70800.0,0,0
2,875,Ambernath West,1,54000.0,0,1
3,1250,Ambernath West,0,74400.0,0,0
3,1350,Ambernath West,0,73200.0,0,0
3,1250,Ambernath West,0,70800.0,0,0
3,1250,Ambernath West,0,70800.0,0,0
1,670,Ambernath West,1,39600.0,0,1
