bhk,type,locality,area,price,price_unit,region,status,age,price_in_USD
3,0,1094,1500,2.5,Cr,153,0,Resale,300000.0
3,0,2031,990,90.0,L,117,0,Resale,108000.0
2,0,1429,1050,1.9,Cr,107,0,Resale,228000.0
2,0,9426,1068,4.8,Cr,112,1,New,576000.0
2,0,2434,817,42.0,L,124,1,New,50400.0
4,0,1039,1500,3.42,Cr,30,1,New,410400.0
4,0,1039,1448,3.28,Cr,30,1,New,393599.99999999994
4,0,1042,1436,3.25,Cr,30,1,New,390000.0
3,0,1042,1262,2.79,Cr,30,1,New,334800.0
3,0,1042,1253,2.73,Cr,30,1,New,327600.0
1,0,7986,650,90.0,L,107,0,New,108000.0
1,0,2500,591,1.53,Cr,56,1,New,183600.0
2,0,2500,500,1.3,Cr,56,1,New,156000.0
1,3,2500,477,1.24,Cr,56,1,New,148800.0
1,3,2500,385,1.0,Cr,56,1,New,120000.0
2,0,2500,590,1.53,Cr,56,1,New,183600.0
1,0,2500,498,1.29,Cr,56,1,New,154800.0
2,0,2500,663,1.72,Cr,56,1,New,206400.0
1,0,2500,454,1.18,Cr,56,1,New,141600.0
2,0,2500,666,1.73,Cr,56,1,New,207600.0
1,0,2500,307,79.82,L,56,1,New,95783.99999999999
1,3,2500,454,1.18,Cr,56,1,New,141600.0
2,0,2500,665,1.72,Cr,56,1,New,206400.0
1,0,583,466,1.24,Cr,81,1,New,148800.0
2,0,584,723,1.9,Cr,81,1,New,228000.0
2,0,584,678,1.8,Cr,81,1,New,216000.0
1,0,584,466,1.23,Cr,81,1,New,147600.0
2,0,582,723,1.9,Cr,81,1,New,228000.0
2,0,584,682,1.81,Cr,81,1,New,217200.0
2,0,582,678,1.8,Cr,81,1,New,216000.0
1,0,582,466,1.23,Cr,81,1,New,147600.0
2,0,582,682,1.81,Cr,81,1,New,217200.0
2,0,2719,530,1.15,Cr,194,1,New,138000.0
1,0,706,449,66.56,L,194,1,New,79872.0
1,0,706,439,64.99,L,194,1,New,77987.99999999999
2,0,7970,622,1.26,Cr,194,1,New,151200.0
2,0,7970,496,1.02,Cr,194,1,New,122400.0
2,0,4543,627,1.13,Cr,194,1,New,135599.99999999997
2,0,4543,639,1.15,Cr,194,1,New,138000.0
5,0,7214,2594,17.1,Cr,155,0,New,2052000.0
4,0,7214,1730,7.85,Cr,155,0,New,942000.0
4,0,7214,1861,8.57,Cr,155,0,New,1028400.0
2,0,3213,638,2.7,Cr,220,1,New,324000.0
2,0,3213,906,3.26,Cr,220,1,New,391199.99999999994
3,0,3213,1321,4.0,Cr,220,1,New,480000.0
1,0,3213,513,1.64,Cr,220,1,New,196799.99999999997
4,0,3201,1563,4.89,Cr,108,1,New,586800.0
3,0,3201,1082,3.0,Cr,108,1,New,360000.0
2,0,3201,740,2.39,Cr,108,1,New,286800.0
3,0,3201,1085,3.39,Cr,108,1,New,406800.0
2,0,3201,796,4.45,Cr,108,1,New,534000.0
1,3,6241,344,30.0,L,61,0,Resale,36000.0
1,3,7070,344,32.0,L,61,0,Resale,38400.0
3,0,7070,1082,85.0,L,61,0,Resale,102000.0
1,3,7068,344,31.0,L,61,0,Resale,37200.0
1,3,7068,344,30.0,L,61,0,Resale,36000.0
3,0,324,2103,7.8,Cr,192,0,Resale,936000.0
2,0,3977,681,48.99,L,124,1,New,58788.0
1,0,4575,509,1.42,Cr,8,0,New,170400.0
3,0,7950,1324,3.2,Cr,7,0,New,384000.0
1,0,7399,600,60.0,L,117,0,Resale,72000.0
3,0,4896,1318,4.6,Cr,8,0,New,552000.0
2,0,4896,1002,3.25,Cr,8,0,New,390000.0
1,0,4919,570,58.0,L,117,0,Resale,69600.0
2,0,5784,969,1.61,Cr,7,0,New,193200.00000000003
2,0,1042,800,1.55,Cr,30,1,New,186000.0
3,0,3904,1049,2.38,Cr,147,0,New,285600.0
1,0,4923,585,41.75,L,194,0,Resale,50100.0
2,0,4595,800,37.0,L,15,0,New,44400.0
1,0,4595,580,26.0,L,15,0,New,31200.0
2,0,4161,825,52.0,L,4,1,New,62400.0
3,0,3904,1049,2.38,Cr,147,0,New,285600.0
1,0,9069,395,69.12,L,41,1,New,82944.0
2,0,9069,680,1.19,Cr,41,1,New,142800.0
1,0,9545,645,49.0,L,194,0,Resale,58800.0
1,0,8416,670,54.5,L,78,0,Resale,65400.0
4,0,7202,3500,14.5,Cr,8,0,Resale,1740000.0
4,0,8621,2009,5.99,Cr,113,0,New,718800.0
1,0,8004,650,60.0,L,78,0,Resale,72000.0
1,0,5683,610,45.0,L,78,0,Resale,54000.0
2,0,4160,950,61.0,L,4,1,New,73200.0
2,0,6520,950,2.0,Cr,8,0,Resale,240000.0
2,0,106,641,1.15,Cr,194,0,New,138000.0
2,0,106,676,1.21,Cr,194,0,New,145200.0
2,0,106,616,1.1,Cr,194,0,New,132000.0
3,0,106,984,1.77,Cr,194,0,New,212400.0
2,0,106,725,1.3,Cr,194,0,New,156000.0
2,0,106,676,1.21,Cr,194,0,New,145200.0
3,0,106,880,1.58,Cr,194,0,New,189600.0
1,0,6059,575,90.0,L,41,0,Resale,108000.0
2,0,1840,605,82.99,L,140,1,New,99587.99999999999
2,0,1840,605,82.99,L,140,1,New,99587.99999999999
2,0,2761,752,2.4,Cr,147,1,New,288000.0
2,0,2761,672,2.15,Cr,147,1,New,258000.0
2,0,2761,670,2.14,Cr,147,1,New,256800.0
1,0,2761,544,1.74,Cr,147,1,New,208800.0
2,0,2761,564,1.8,Cr,147,1,New,216000.0
3,0,2761,1411,4.51,Cr,147,1,New,541200.0
2,0,2761,752,2.4,Cr,147,1,New,288000.0
2,0,2761,652,2.08,Cr,147,1,New,249600.0
2,0,2761,758,2.42,Cr,147,1,New,290400.0
2,0,2761,614,1.96,Cr,147,1,New,235200.0
3,0,2761,1127,3.6,Cr,147,1,New,432000.0
2,0,2761,651,2.08,Cr,147,1,New,249600.0
1,0,2761,430,1.37,Cr,147,1,New,164400.00000000003
3,0,2970,1775,4.08,Cr,141,0,New,489600.0
3,0,2970,2275,5.23,Cr,141,0,New,627600.0000000001
3,0,2970,2750,6.32,Cr,141,0,New,758400.0
3,0,2970,2100,4.83,Cr,141,0,New,579600.0
3,0,7137,760,76.25,L,47,1,New,91500.0
3,0,2970,1720,3.95,Cr,141,0,New,474000.0
2,0,7137,524,54.29,L,47,1,New,65148.0
3,0,2970,2575,5.92,Cr,141,0,New,710400.0
1,0,7137,406,42.74,L,47,1,New,51288.0
2,0,7137,576,59.68,L,47,1,New,71616.0
4,0,3933,1584,7.28,Cr,39,0,New,873600.0
4,0,3933,1649,7.58,Cr,39,0,New,909600.0
1,0,3216,435,1.8,Cr,220,1,New,216000.0
2,0,3216,673,2.61,Cr,220,1,New,313200.0
2,0,3216,557,2.2,Cr,220,1,New,264000.0
3,0,3216,1060,4.35,Cr,220,1,New,522000.0
2,0,3216,734,2.85,Cr,220,1,New,342000.0
1,3,1348,335,16.75,L,55,0,New,20100.0
2,0,7333,867,88.0,L,117,0,New,105600.0
1,0,7332,674,63.1,L,117,0,New,75720.0
1,0,5776,700,43.0,L,78,0,Resale,51600.0
2,0,3037,1110,2.5,Cr,61,0,Resale,300000.0
2,0,2593,981,1.31,Cr,80,1,New,157200.0
1,0,1543,600,62.0,L,78,0,Resale,74400.0
1,0,6633,650,55.0,L,157,0,Resale,66000.0
1,0,8,620,56.0,L,165,0,Resale,67200.0
2,0,2692,538,90.0,L,194,1,New,108000.0
2,0,2692,808,1.36,Cr,194,1,New,163200.00000000003
4,0,2692,1686,3.6,Cr,194,1,New,432000.0
2,0,2692,598,99.0,L,194,1,New,118800.0
3,0,2692,991,1.69,Cr,194,1,New,202800.0
2,0,2692,663,1.14,Cr,194,1,New,136799.99999999997
2,0,2692,761,1.29,Cr,194,1,New,154800.0
2,0,2692,530,81.99,L,194,1,New,98387.99999999999
3,0,2692,1039,1.83,Cr,194,1,New,219600.0
2,0,2692,632,1.08,Cr,194,1,New,129600.0
3,0,2692,1074,1.88,Cr,194,1,New,225600.0
3,0,2692,920,1.57,Cr,194,1,New,188400.0
3,0,2692,1150,1.95,Cr,194,1,New,234000.0
1,0,2692,450,71.99,L,194,1,New,86387.99999999999
3,0,2692,957,1.63,Cr,194,1,New,195599.99999999997
3,0,2692,1324,2.23,Cr,194,1,New,267600.0
2,0,2692,779,1.35,Cr,194,1,New,162000.0
3,0,2692,944,1.62,Cr,194,1,New,194400.00000000003
4,0,2692,1210,2.56,Cr,194,1,New,307200.0
1,0,1473,545,87.87,L,194,1,New,105444.0
2,0,3258,475,79.99,L,194,1,New,95987.99999999999
2,0,3258,502,86.99,L,194,1,New,104388.0
1,0,3258,317,49.0,L,194,1,New,58800.0
3,0,3160,1146,2.76,Cr,119,1,New,331199.99999999994
3,0,3160,977,2.35,Cr,119,1,New,282000.0
2,0,3160,750,1.77,Cr,119,1,New,212400.0
2,0,3160,810,1.97,Cr,119,1,New,236400.0
2,0,4148,1089,1.83,Cr,120,1,New,219600.0
3,0,563,1840,5.91,Cr,148,0,Resale,709200.0
2,0,563,1500,4.8,Cr,148,0,Resale,576000.0
1,3,5860,300,80.0,L,8,0,Resale,96000.0
4,0,3211,1968,5.28,Cr,220,1,New,633600.0
3,0,3211,1509,5.14,Cr,220,1,New,616800.0
2,0,9726,624,1.65,Cr,79,1,New,198000.0
1,0,7612,455,80.0,L,61,1,New,96000.0
1,0,1379,670,58.0,L,78,0,Resale,69600.0
1,0,1379,670,58.0,L,78,0,Resale,69600.0
1,0,5922,620,51.0,L,78,0,Resale,61200.0
1,0,9591,620,47.0,L,78,0,Resale,56400.0
1,0,7073,437,67.5,L,107,1,New,81000.0
1,0,7073,433,64.0,L,107,1,New,76800.0
1,0,3373,379,31.98,L,217,0,New,38376.0
2,0,3373,558,47.0,L,217,0,New,56400.0
1,0,3373,392,33.06,L,217,0,New,39672.0
2,0,917,935,44.88,L,217,0,New,53856.0
2,0,917,890,42.72,L,217,0,New,51264.0
1,0,917,830,39.84,L,217,0,New,47808.00000000001
1,0,917,835,40.08,L,217,0,New,48096.0
2,0,917,910,43.68,L,217,0,New,52416.0
1,0,917,615,29.52,L,217,0,New,35424.0
2,0,917,915,43.92,L,217,0,New,52704.0
1,0,917,630,30.24,L,217,0,New,36288.0
2,0,3488,665,45.0,L,217,0,New,54000.0
1,0,3488,455,31.0,L,217,0,New,37200.0
1,0,4620,486,34.25,L,217,0,New,41100.0
2,0,4620,643,45.75,L,217,0,New,54900.0
2,0,4620,692,50.0,L,217,0,New,60000.0
2,0,4620,626,44.5,L,217,0,New,53400.0
3,0,4620,890,64.75,L,217,0,New,77700.0
3,0,4620,909,66.5,L,217,0,New,79800.0
1,0,4620,481,33.5,L,217,0,New,40200.0
2,0,3712,619,1.4,Cr,213,1,New,168000.0
2,0,3712,629,1.43,Cr,213,1,New,171600.0
2,0,3712,582,1.38,Cr,213,1,New,165599.99999999997
2,0,2220,559,1.41,Cr,194,0,New,169200.0
3,0,2220,1228,2.73,Cr,194,0,New,327600.0
1,0,2220,471,1.15,Cr,194,0,New,138000.0
3,0,2220,1433,3.63,Cr,194,0,New,435600.0
1,0,3614,452,46.0,L,140,1,New,55200.0
2,0,3614,913,1.2,Cr,140,1,New,144000.0
2,0,3614,581,62.41,L,140,1,New,74892.0
2,0,3614,745,87.19,L,140,1,New,104628.0
1,0,3614,449,44.0,L,140,1,New,52800.0
2,0,3614,903,1.05,Cr,140,1,New,126000.0
2,0,3512,869,2.43,Cr,7,1,New,291600.0
2,0,3512,757,2.11,Cr,7,1,New,253200.0
3,0,3512,860,2.4,Cr,7,1,New,288000.0
3,0,3512,1024,2.86,Cr,7,1,New,343200.0
2,0,3512,762,2.13,Cr,7,1,New,255600.0
2,0,5270,636,60.76,L,47,1,New,72912.0
2,0,5270,640,61.17,L,47,1,New,73404.0
1,0,5270,431,41.0,L,47,1,New,49200.0
2,0,1829,606,1.68,Cr,79,1,New,201600.0
1,0,1829,429,1.12,Cr,79,1,New,134400.00000000003
3,0,1829,861,2.15,Cr,79,1,New,258000.0
2,0,3522,537,47.05,L,75,1,New,56460.0
1,0,3522,364,32.05,L,75,1,New,38459.99999999999
2,0,3522,600,53.4,L,75,1,New,64080.0
1,0,3522,414,40.85,L,75,1,New,49020.0
3,0,3160,950,2.71,Cr,119,1,New,325200.0
2,0,3160,700,2.0,Cr,119,1,New,240000.0
3,0,3750,2345,11.4,Cr,13,0,New,1368000.0
4,0,3198,2863,9.3,Cr,222,0,Resale,1116000.0
6,0,3198,4509,14.0,Cr,222,0,Resale,1680000.0
3,0,3193,950,2.0,Cr,23,0,Resale,240000.0
3,0,2177,1790,6.35,Cr,147,0,Resale,762000.0
1,0,3462,400,50.5,L,108,0,Resale,60600.0
3,0,8038,1600,3.0,Cr,31,0,Resale,360000.0
3,0,4714,1445,6.25,Cr,32,1,New,750000.0
2,0,4714,1083,4.25,Cr,32,1,New,510000.0
3,0,4529,1622,6.5,Cr,32,1,New,780000.0
2,0,4529,870,3.89,Cr,32,1,New,466800.0
4,0,4535,2050,12.5,Cr,102,1,New,1500000.0
3,0,4535,1490,8.0,Cr,102,1,New,960000.0
3,0,2983,1190,3.3,Cr,147,1,New,396000.0
2,0,2983,850,2.3,Cr,147,1,New,276000.0
2,0,2983,750,1.8,Cr,147,1,New,216000.0
1,0,2983,583,1.32,Cr,147,1,New,158400.0
1,0,2983,571,1.26,Cr,147,1,New,151200.0
1,0,2983,560,1.18,Cr,147,1,New,141600.0
3,0,2974,1205,3.56,Cr,147,1,New,427200.0
2,0,2974,858,2.35,Cr,147,1,New,282000.0
3,0,3179,1137,2.88,Cr,7,1,New,345600.0
2,0,7945,883,1.8,Cr,7,1,New,216000.0
2,0,5784,1091,1.88,Cr,7,0,New,225600.0
3,0,3201,1282,2.65,Cr,108,1,New,318000.0
2,0,3201,940,1.95,Cr,108,1,New,234000.0
2,0,8745,1221,1.6,Cr,30,1,New,192000.0
5,0,4251,5000,8.5,Cr,107,0,New,1020000.0
1,0,6895,585,1.1,Cr,31,0,Resale,132000.0
2,0,1991,600,1.45,Cr,80,0,Resale,174000.0
2,0,1819,571,1.16,Cr,193,1,New,139200.0
3,0,2677,1778,2.3,Cr,23,0,New,276000.0
3,0,1819,755,1.59,Cr,193,1,New,190800.0
1,0,1819,381,81.02,L,193,1,New,97224.0
2,0,2677,1347,1.74,Cr,23,0,New,208800.0
2,0,1819,522,1.08,Cr,193,1,New,129600.0
2,0,2677,1331,1.72,Cr,23,0,New,206400.0
3,0,1819,863,1.99,Cr,193,1,New,238800.0
2,0,1819,620,1.19,Cr,193,1,New,142800.0
3,0,1819,746,1.57,Cr,193,1,New,188400.0
2,0,1819,581,1.18,Cr,193,1,New,141600.0
2,0,9333,775,1.3,Cr,194,1,New,156000.0
2,0,9333,690,1.2,Cr,194,1,New,144000.0
1,0,9333,490,90.0,L,194,1,New,108000.0
2,0,8686,570,43.0,L,124,1,New,51600.0
3,0,7950,1700,4.0,Cr,7,0,Resale,480000.0
2,0,2984,1249,3.69,Cr,141,0,New,442800.0
1,0,6529,685,71.0,L,157,0,Resale,85200.0
2,0,3842,614,95.0,L,194,1,New,114000.0
1,0,3842,408,68.5,L,194,1,New,82200.0
2,0,3842,604,90.99,L,194,1,New,109188.0
2,0,8690,748,44.0,L,124,1,New,52800.0
1,0,8690,542,34.0,L,124,1,New,40800.0
2,0,2880,959,2.45,Cr,62,1,New,294000.0
2,0,6901,858,1.4,Cr,62,1,New,168000.0
2,0,9652,943,2.2,Cr,8,0,New,264000.0
1,0,7399,600,54.0,L,117,0,Resale,64800.0
2,0,5036,680,92.0,L,117,0,New,110400.0
2,0,5348,1150,2.25,Cr,154,0,Resale,270000.0
1,0,6874,550,1.65,Cr,8,0,Resale,198000.0
1,3,8479,600,32.0,L,72,0,Resale,38400.0
2,0,5234,785,60.0,L,117,0,Resale,72000.0
2,0,368,1250,1.6,Cr,2,0,Resale,192000.0
2,0,7290,1050,1.54,Cr,96,0,Resale,184800.0
2,0,7290,1050,1.51,Cr,96,0,Resale,181200.0
2,0,7290,1100,1.6,Cr,96,0,Resale,192000.0
2,0,7290,1058,1.54,Cr,96,0,Resale,184800.0
2,0,1950,860,1.84,Cr,67,1,New,220800.0
2,0,1950,932,2.04,Cr,67,1,New,244800.0
2,0,1950,817,1.72,Cr,67,1,New,206400.0
1,0,4590,400,9.89,L,186,0,Resale,11868.0
2,0,3211,1156,3.92,Cr,220,1,New,470400.0
2,0,7396,950,85.0,L,117,0,Resale,102000.0
2,0,4007,980,2.12,Cr,123,0,Resale,254400.0
3,0,6880,1250,3.6,Cr,8,0,Resale,432000.0
1,0,3672,660,45.0,L,205,0,New,54000.0
1,0,2060,625,41.5,L,194,0,Resale,49800.0
3,0,1818,1237,1.89,Cr,193,1,New,226800.0
2,0,8698,719,2.2,Cr,2,0,Resale,264000.0
3,4,7366,1600,59.0,L,84,0,New,70800.0
2,4,7366,1400,38.0,L,84,0,New,45600.0
2,0,498,1050,93.0,L,78,0,Resale,111600.0
2,0,6234,1050,1.2,Cr,80,0,Resale,144000.0
1,3,7458,320,48.0,L,41,0,Resale,57600.0
3,0,1072,1072,2.46,Cr,120,0,New,295200.0
3,0,1072,1126,2.58,Cr,120,0,New,309600.0
3,0,1072,1080,2.48,Cr,120,0,New,297600.0
2,0,8504,575,1.0,Cr,194,1,New,120000.0
2,0,1914,522,44.35,L,47,1,New,53220.0
1,0,1914,381,32.43,L,47,1,New,38916.0
1,0,1914,402,34.21,L,47,1,New,41052.0
2,0,1914,531,45.16,L,47,1,New,54192.0
2,0,1914,522,44.35,L,47,1,New,53220.0
2,0,3528,751,2.05,Cr,79,1,New,246000.0
2,0,3528,673,1.85,Cr,79,1,New,222000.0
2,0,3528,667,1.84,Cr,79,1,New,220800.0
1,0,1189,600,40.0,L,194,0,Resale,48000.0
2,0,3205,980,1.25,Cr,194,0,Resale,150000.0
2,0,1333,1255,1.28,Cr,168,0,Resale,153600.0
5,0,3198,3906,12.9,Cr,222,0,New,1548000.0
2,0,7919,1048,2.48,Cr,108,1,New,297600.0
2,0,3156,760,1.09,Cr,194,1,New,130800.0
2,0,5126,750,93.0,L,117,0,Resale,111600.0
1,0,541,700,39.0,L,26,1,New,46800.0
1,0,4549,500,1.35,Cr,18,1,New,162000.0
2,0,1042,1036,2.2,Cr,30,1,New,264000.0
3,0,2673,1150,2.34,Cr,194,0,New,280800.0
1,0,7623,600,1.1,Cr,30,0,Resale,132000.0
2,0,574,810,1.86,Cr,61,1,New,223200.0
2,0,1144,1000,95.0,L,194,1,New,114000.0
2,0,7233,684,1.14,Cr,194,0,New,136799.99999999997
2,0,7950,1050,2.04,Cr,7,0,Resale,244800.0
2,0,1950,814,1.71,Cr,67,1,New,205200.0
2,0,6414,860,1.28,Cr,41,0,Resale,153600.0
2,0,4069,1050,80.0,L,117,0,Resale,96000.0
1,0,3392,665,67.0,L,117,1,New,80400.0
2,0,8591,722,2.45,Cr,7,1,New,294000.0
1,0,8591,412,1.36,Cr,7,1,New,163200.00000000003
3,0,8591,840,3.15,Cr,7,1,New,378000.0
3,0,8591,860,3.25,Cr,7,1,New,390000.0
2,0,1644,867,1.73,Cr,31,1,New,207600.0
1,0,2402,405,65.99,L,117,1,New,79187.99999999999
3,0,2402,799,1.25,Cr,117,1,New,150000.0
1,0,2402,431,69.0,L,117,1,New,82800.0
1,0,2402,399,62.99,L,117,1,New,75588.0
3,0,2402,1010,1.34,Cr,117,1,New,160800.0
2,0,2402,578,94.99,L,117,1,New,113988.0
2,0,2402,516,90.0,L,117,1,New,108000.0
3,0,8981,1100,67.0,L,205,0,Resale,80400.0
1,0,942,615,87.0,L,108,0,Resale,104400.0
4,0,987,3306,8.4,Cr,39,0,New,1008000.0
3,0,987,2403,6.3,Cr,39,0,New,756000.0
2,0,916,571,1.15,Cr,194,0,New,138000.0
2,0,916,603,1.21,Cr,194,0,New,145200.0
1,0,916,420,75.0,L,194,0,New,90000.0
1,0,916,459,81.96,L,194,0,New,98351.99999999999
2,0,916,725,1.46,Cr,194,0,New,175200.0
2,0,916,581,1.17,Cr,194,0,New,140400.0
1,0,916,482,86.07,L,194,0,New,103284.0
2,0,5556,852,1.55,Cr,7,0,Resale,186000.0
2,0,722,560,1.1,Cr,62,0,Resale,132000.0
1,0,86,700,1.25,Cr,68,0,Resale,150000.0
2,0,2637,1200,3.8,Cr,8,0,Resale,456000.0
2,0,8762,1020,78.74,L,117,0,New,94487.99999999999
2,0,9183,500,1.53,Cr,8,1,New,183600.0
3,0,9183,902,2.92,Cr,8,1,New,350400.0
2,0,9183,693,1.92,Cr,8,1,New,230400.0
3,0,9183,857,2.74,Cr,8,1,New,328800.00000000006
1,0,9183,375,1.15,Cr,8,1,New,138000.0
1,0,9183,441,1.22,Cr,8,1,New,146400.0
2,0,8665,724,65.8,L,47,1,New,78960.0
1,0,8665,468,38.2,L,47,1,New,45840.00000000001
1,0,6976,429,82.0,L,194,1,New,98400.0
1,0,4910,650,57.5,L,24,0,New,69000.0
2,0,5026,1062,87.0,L,117,0,New,104400.0
2,0,2404,873,80.0,L,117,0,New,96000.0
2,0,9300,1070,79.5,L,117,0,New,95400.0
1,0,9300,715,57.5,L,117,0,New,69000.0
2,0,4735,670,59.0,L,117,0,New,70800.0
2,0,4735,890,83.0,L,117,0,New,99600.0
2,0,2394,974,89.0,L,117,0,New,106800.0
2,0,2394,1137,96.5,L,117,1,New,115800.0
3,0,2417,1521,1.26,Cr,117,0,New,151200.0
2,0,2417,1188,90.0,L,117,0,New,108000.0
1,0,2417,837,61.5,L,117,0,New,73800.0
2,0,2417,1188,90.0,L,117,1,New,108000.0
3,0,1472,1115,1.52,Cr,194,0,New,182400.0
2,0,1472,639,87.47,L,194,0,New,104964.0
2,0,1472,550,75.26,L,194,0,New,90312.00000000001
2,0,1472,711,97.33,L,194,0,New,116796.0
3,0,1472,934,1.27,Cr,194,0,New,152400.0
2,0,1472,639,87.43,L,194,0,New,104916.0
2,0,1472,747,1.02,Cr,194,0,New,122400.0
2,0,1472,629,86.07,L,194,0,New,103284.0
2,0,1472,713,97.56,L,194,0,New,117072.0
2,0,1472,545,74.57,L,194,0,New,89483.99999999999
2,0,1472,744,1.01,Cr,194,0,New,121200.0
2,0,1472,636,87.03,L,194,0,New,104436.0
2,0,1472,556,76.07,L,194,0,New,91283.99999999999
3,0,2692,1079,2.26,Cr,194,1,New,271199.99999999994
3,0,2692,920,1.97,Cr,194,1,New,236400.0
1,0,2692,468,86.0,L,194,1,New,103200.0
2,0,2692,796,1.67,Cr,194,1,New,200400.0
2,0,2692,828,1.77,Cr,194,1,New,212400.0
2,0,2692,531,92.0,L,194,1,New,110400.0
1,0,848,450,60.0,L,194,1,New,72000.0
2,0,848,650,92.0,L,194,1,New,110400.0
1,0,915,750,77.0,L,194,0,Resale,92400.0
2,0,4420,656,73.5,L,47,1,New,88200.0
2,0,4420,678,85.0,L,47,1,New,102000.0
3,0,4420,1043,1.23,Cr,47,1,New,147600.0
3,0,4420,768,90.6,L,47,1,New,108720.0
3,0,4420,1034,1.22,Cr,47,1,New,146400.0
3,0,4420,1126,1.33,Cr,47,1,New,159600.0
1,0,4420,415,46.5,L,47,1,New,55800.0
2,0,4420,666,74.61,L,47,1,New,89532.0
1,3,7785,255,22.15,L,117,0,Resale,26580.0
1,0,3506,620,50.0,L,78,0,Resale,60000.0
1,0,2069,610,49.0,L,78,0,Resale,58800.0
2,0,3506,900,72.0,L,78,0,Resale,86400.0
1,0,302,630,36.5,L,217,0,Resale,43800.0
2,0,192,850,40.0,L,217,0,Resale,48000.0
1,0,1654,580,31.0,L,217,1,New,37200.0
1,0,1654,565,28.5,L,217,1,New,34200.0
1,3,1654,430,23.5,L,217,1,New,28200.0
1,0,8574,1000,42.0,L,217,0,New,50400.0
1,0,2232,685,1.37,Cr,147,0,Resale,164400.00000000003
2,0,9514,500,45.5,L,47,1,New,54600.0
1,0,9514,400,36.5,L,47,1,New,43800.0
1,0,9284,655,78.0,L,79,1,New,93600.0
2,0,625,635,1.07,Cr,194,1,New,128400.0
2,0,625,615,1.04,Cr,194,1,New,124800.0
1,0,625,450,81.5,L,194,1,New,97800.0
1,0,625,431,77.99,L,194,1,New,93587.99999999999
2,0,9033,579,1.89,Cr,194,0,New,226800.0
2,0,4799,501,80.16,L,194,1,New,96192.0
2,0,4799,460,73.6,L,194,1,New,88319.99999999999
2,0,4799,459,73.44,L,194,1,New,88128.0
2,0,4799,503,80.48,L,194,1,New,96576.0
2,0,4799,486,77.76,L,194,1,New,93312.00000000001
2,0,4799,497,79.52,L,194,1,New,95424.0
2,0,4799,456,72.96,L,194,1,New,87551.99999999999
2,0,4799,458,73.28,L,194,1,New,87936.0
2,0,4799,490,78.4,L,194,1,New,94080.00000000001
2,0,4799,457,73.12,L,194,1,New,87744.0
1,0,3666,710,62.0,L,78,0,Resale,74400.0
2,0,8038,1250,1.85,Cr,31,0,Resale,222000.0
1,0,3555,450,72.0,L,117,1,New,86400.0
2,0,4774,1070,80.0,L,72,1,New,96000.0
1,0,4774,700,58.0,L,72,1,New,69600.0
3,0,1428,1340,1.9,Cr,80,0,New,228000.0
1,0,2890,450,1.28,Cr,80,1,New,153600.0
2,0,2890,669,1.95,Cr,80,1,New,234000.0
1,0,1930,610,1.01,Cr,108,0,Resale,121200.0
1,0,9499,580,1.3,Cr,80,0,Resale,156000.0
2,0,8338,796,1.75,Cr,80,1,New,210000.0
2,0,8338,796,1.8,Cr,80,1,New,216000.0
3,0,8338,1000,2.75,Cr,80,1,New,330000.0
2,0,5553,780,1.15,Cr,80,0,Resale,138000.0
3,0,2593,835,1.74,Cr,80,1,New,208800.0
1,0,321,620,87.0,L,80,0,Resale,104400.0
2,0,316,1090,1.49,Cr,80,0,Resale,178800.0
2,0,1403,650,1.15,Cr,80,1,New,138000.0
2,0,5888,900,1.45,Cr,80,0,Resale,174000.0
1,0,2318,600,99.99,L,108,0,Resale,119988.0
1,0,5547,605,86.0,L,80,0,Resale,103200.0
2,0,7778,850,1.4,Cr,80,0,Resale,168000.0
2,0,8338,706,1.32,Cr,80,1,New,158400.0
2,0,70,850,1.75,Cr,107,1,New,210000.0
3,0,70,1560,2.6,Cr,107,1,New,312000.0
1,0,1563,650,1.25,Cr,30,0,Resale,150000.0
1,0,7778,565,92.0,L,80,0,Resale,110400.0
1,0,180,650,1.0,Cr,108,0,Resale,120000.0
1,0,5516,580,92.0,L,80,0,Resale,110400.0
1,0,4812,653,58.99,L,194,0,Resale,70788.0
2,0,57,806,1.24,Cr,213,1,New,148800.0
1,0,5024,750,56.0,L,117,1,New,67200.0
1,0,7901,934,51.01,L,124,1,New,61212.0
4,0,3555,1300,2.3,Cr,117,1,New,276000.0
3,0,3555,900,1.54,Cr,117,1,New,184800.0
3,0,3555,900,1.54,Cr,117,1,New,184800.0
2,0,5838,780,52.0,L,125,0,Resale,62400.0
1,0,5838,545,33.5,L,125,0,Resale,40200.0
2,0,2757,925,51.0,L,205,0,Resale,61200.0
2,0,2757,965,54.0,L,205,0,Resale,64800.0
1,0,289,580,40.0,L,205,0,New,48000.0
1,0,142,595,41.0,L,125,0,Resale,49200.0
1,0,456,575,29.0,L,125,0,Resale,34800.0
1,0,5667,550,29.0,L,126,0,Resale,34800.0
2,0,8151,880,78.0,L,117,0,New,93600.0
2,0,2419,980,1.0,Cr,117,0,Resale,120000.0
2,0,831,880,87.0,L,117,0,Resale,104400.0
2,0,8598,900,85.0,L,117,0,New,102000.0
1,0,8598,600,62.0,L,117,0,Resale,74400.0
2,0,7588,1055,1.05,Cr,117,0,Resale,126000.0
2,0,9474,900,68.0,L,117,0,Resale,81600.0
1,0,4335,560,49.0,L,117,1,New,58800.0
