bhk,type,locality,area,price,price_unit,region,status,age,price_in_USD
2,0,8009,713,2.28,Cr,31,1,New,273599.99999999994
2,0,8009,713,2.28,Cr,31,1,New,273599.99999999994
2,0,8009,815,2.6,Cr,31,1,New,312000.0
2,0,8009,815,2.6,Cr,31,1,New,312000.0
2,0,8009,713,2.28,Cr,31,1,New,273599.99999999994
2,0,8009,713,2.28,Cr,31,1,New,273599.99999999994
2,0,3887,624,2.5,Cr,31,1,New,300000.0
2,0,3887,624,2.5,Cr,31,1,New,300000.0
2,0,3887,624,2.5,Cr,31,1,New,300000.0
2,0,3887,624,2.5,Cr,31,1,New,300000.0
3,0,1218,720,1.69,Cr,108,1,New,202800.0
3,0,1218,720,1.69,Cr,108,1,New,202800.0
3,0,1218,720,1.69,Cr,108,1,New,202800.0
3,0,1218,720,1.69,Cr,108,1,New,202800.0
2,0,1218,615,1.44,Cr,108,1,New,172800.0
2,0,1218,615,1.44,Cr,108,1,New,172800.0
2,0,1218,577,1.35,Cr,108,1,New,162000.0
2,0,1218,577,1.35,Cr,108,1,New,162000.0
3,0,1218,675,1.58,Cr,108,1,New,189600.0
3,0,1218,675,1.58,Cr,108,1,New,189600.0
2,0,826,645,1.8,Cr,62,1,New,216000.0
2,0,826,645,1.8,Cr,62,1,New,216000.0
2,0,826,645,1.8,Cr,62,1,New,216000.0
2,0,826,645,1.8,Cr,62,1,New,216000.0
2,0,826,691,1.93,Cr,62,1,New,231600.0
2,0,826,691,1.93,Cr,62,1,New,231600.0
1,0,3764,4252,10.41,Cr,108,0,New,1249200.0
1,0,3764,4252,10.41,Cr,108,0,New,1249200.0
1,0,3764,4252,10.41,Cr,108,0,New,1249200.0
1,0,3764,4252,10.41,Cr,108,0,New,1249200.0
1,0,3764,4650,11.39,Cr,108,0,New,1366800.0
1,0,3764,4650,11.39,Cr,108,0,New,1366800.0
2,0,3764,7632,18.69,Cr,108,0,New,2242800.0
2,0,3764,7632,18.69,Cr,108,0,New,2242800.0
2,0,3764,7244,17.74,Cr,108,0,New,2128799.9999999995
2,0,3764,7244,17.74,Cr,108,0,New,2128799.9999999995
1,3,3764,2637,6.46,Cr,108,0,New,775200.0
1,3,3764,2637,6.46,Cr,108,0,New,775200.0
1,0,3764,4930,12.07,Cr,108,0,New,1448400.0
1,0,3764,4930,12.07,Cr,108,0,New,1448400.0
2,0,3764,7492,18.35,Cr,108,0,New,2202000.0
2,0,3764,7492,18.35,Cr,108,0,New,2202000.0
3,0,3086,1238,3.53,Cr,62,1,New,423600.0
3,0,3086,1238,3.53,Cr,62,1,New,423600.0
3,0,3086,1181,3.35,Cr,62,1,New,402000.0
3,0,3086,1181,3.35,Cr,62,1,New,402000.0
3,0,3086,1238,3.53,Cr,62,1,New,423600.0
3,0,3086,1238,3.53,Cr,62,1,New,423600.0
3,0,3086,1181,3.35,Cr,62,1,New,402000.0
3,0,3086,1181,3.35,Cr,62,1,New,402000.0
3,0,3086,1174,3.35,Cr,62,1,New,402000.0
3,0,3086,1174,3.35,Cr,62,1,New,402000.0
4,0,3086,1510,4.27,Cr,62,1,New,512399.99999999994
4,0,3086,1510,4.27,Cr,62,1,New,512399.99999999994
2,0,9040,640,2.04,Cr,8,0,New,244800.0
2,0,9040,640,2.04,Cr,8,0,New,244800.0
2,0,9040,640,2.04,Cr,8,0,New,244800.0
2,0,9040,640,2.04,Cr,8,0,New,244800.0
2,0,3756,1015,68.99,L,188,0,New,82787.99999999999
3,0,3749,850,2.12,Cr,96,0,New,254400.0
2,0,3749,650,1.54,Cr,96,0,New,184800.0
1,0,3749,550,99.0,L,96,0,New,118800.0
1,0,284,600,1.55,Cr,154,0,New,186000.0
3,0,8517,1328,2.11,Cr,34,0,New,253200.0
2,0,2417,1060,1.06,Cr,117,0,New,127200.0
2,0,9047,1050,94.23,L,117,0,New,113076.0
1,0,2417,740,69.0,L,117,0,New,82800.0
1,0,5026,675,59.49,L,117,0,New,71388.0
3,0,6457,1170,1.15,Cr,117,0,New,138000.0
3,0,2417,1385,1.28,Cr,117,0,New,153600.0
1,0,9300,720,58.0,L,117,0,New,69600.0
2,0,2208,950,1.49,Cr,194,0,Resale,178800.0
1,0,3033,750,64.0,L,198,0,Resale,76800.0
2,0,3033,1100,95.0,L,198,0,Resale,114000.0
1,0,3276,575,68.0,L,194,0,Resale,81600.0
4,0,8779,1500,4.39,Cr,91,0,New,526800.0
2,0,4395,1200,1.19,Cr,91,0,Resale,142800.0
1,0,4683,640,59.0,L,117,0,Resale,70800.0
5,0,6016,2700,2.25,Cr,8,0,Resale,270000.0
2,0,7546,890,48.0,L,188,1,Resale,57600.0
2,0,4175,945,65.0,L,76,0,Resale,78000.0
3,0,1485,2340,1.99,Cr,76,1,Resale,238800.0
3,0,3114,1245,1.7,Cr,194,1,New,204000.0
2,0,1144,696,1.05,Cr,194,1,New,126000.0
2,0,9595,950,52.5,L,217,0,New,63000.0
1,0,2441,550,28.5,L,217,1,New,34200.0
3,0,2252,1450,4.95,Cr,147,0,Resale,594000.0
2,0,4978,1150,2.7,Cr,44,0,Resale,324000.0
2,0,3550,1150,2.1,Cr,120,0,Resale,252000.0
1,0,4241,760,71.4,L,24,0,New,85680.00000000001
1,0,1845,600,1.3,Cr,79,0,Resale,156000.0
1,0,4344,553,61.0,L,194,1,New,73200.0
2,0,7117,771,1.15,Cr,81,0,Resale,138000.0
3,0,7122,928,79.0,L,47,1,New,94800.0
2,0,7122,670,57.0,L,47,1,New,68400.0
3,0,1833,2500,6.9,Cr,34,0,Resale,828000.0
2,0,1123,1100,1.55,Cr,91,0,Resale,186000.0
2,0,4768,1050,92.0,L,91,0,Resale,110400.0
1,0,7122,420,37.0,L,47,1,New,44400.0
2,0,3165,729,57.99,L,47,1,New,69588.0
3,0,3114,1245,1.7,Cr,194,1,New,204000.0
2,0,3278,730,1.53,Cr,213,1,New,183600.0
2,0,3114,804,1.01,Cr,194,1,New,121200.0
1,0,3114,580,73.5,L,194,1,New,88200.0
3,0,3459,1365,1.65,Cr,91,0,Resale,198000.0
1,0,5615,650,62.0,L,91,0,Resale,74400.0
2,0,3165,1023,79.99,L,47,1,New,95987.99999999999
2,0,3155,986,81.99,L,47,1,New,98387.99999999999
2,0,3155,740,61.49,L,47,1,New,73788.0
4,0,7155,2550,5.5,Cr,23,0,Resale,660000.0
1,0,3606,456,82.0,L,120,0,Resale,98400.0
3,0,3622,1100,2.25,Cr,120,0,Resale,270000.0
1,0,360,530,96.0,L,120,0,Resale,115200.0
2,0,4735,880,90.0,L,117,0,Resale,108000.0
2,0,4735,880,90.0,L,117,0,Resale,108000.0
4,0,7155,2550,5.5,Cr,23,0,Resale,660000.0
1,0,3606,456,82.0,L,120,0,Resale,98400.0
3,0,3622,1100,2.25,Cr,120,0,Resale,270000.0
1,0,360,530,96.0,L,120,0,Resale,115200.0
2,0,7134,1100,1.9,Cr,120,0,Resale,228000.0
2,0,7284,1150,1.6,Cr,120,0,Resale,192000.0
3,0,7929,1350,3.9,Cr,120,0,Resale,468000.0
2,0,4007,1100,2.3,Cr,123,0,Resale,276000.0
2,0,9043,875,1.41,Cr,120,0,Resale,169200.0
2,0,1845,1000,1.6,Cr,79,0,Resale,192000.0
1,0,8157,565,22.0,L,125,0,Resale,26400.0
2,0,7728,1150,1.0,Cr,198,0,Resale,120000.0
2,0,856,1270,1.45,Cr,198,0,Resale,174000.0
3,0,856,1660,1.95,Cr,198,0,Resale,234000.0
2,0,4412,654,57.0,L,190,1,New,68400.0
2,0,4412,654,57.0,L,190,1,New,68400.0
1,0,4412,473,40.0,L,190,1,New,48000.0
1,0,4412,473,40.0,L,190,1,New,48000.0
1,0,4412,430,38.0,L,190,1,New,45600.0
1,0,4412,430,38.0,L,190,1,New,45600.0
2,0,4412,716,60.5,L,190,1,New,72600.0
2,0,4412,716,60.5,L,190,1,New,72600.0
2,0,8905,1100,1.1,Cr,2,0,Resale,132000.0
1,0,3544,625,33.0,L,50,0,New,39600.0
3,0,7116,1350,2.68,Cr,7,0,Resale,321600.0
2,0,7048,850,1.25,Cr,194,0,Resale,150000.0
3,0,7235,1200,1.9,Cr,194,0,Resale,228000.0
2,0,7048,1055,1.5,Cr,194,0,Resale,180000.0
2,0,7193,1000,1.55,Cr,194,0,Resale,186000.0
1,0,2006,650,60.66,L,117,0,New,72792.0
3,0,7948,1255,2.9,Cr,194,1,New,348000.0
1,0,3737,710,52.0,L,76,0,Resale,62400.0
2,0,8140,1020,85.0,L,117,1,New,102000.0
1,0,7595,750,64.0,L,117,1,New,76800.0
2,0,2718,1205,1.17,Cr,117,1,New,140400.0
2,0,2718,1005,1.1,Cr,117,1,New,132000.0
1,0,1803,665,56.0,L,78,0,Resale,67200.0
1,0,1803,665,58.0,L,78,0,Resale,69600.0
2,0,7554,1100,95.0,L,91,0,Resale,114000.0
4,0,5895,2460,4.8,Cr,91,0,Resale,576000.0
2,0,3254,750,44.0,L,47,0,New,52800.0
2,0,2969,819,1.8,Cr,56,1,New,216000.0
2,0,2969,715,1.55,Cr,56,1,New,186000.0
1,0,2969,520,1.1,Cr,56,1,New,132000.0
1,0,3254,600,31.0,L,47,0,New,37200.0
2,0,3165,1023,79.99,L,47,1,New,95987.99999999999
3,0,5650,1090,1.75,Cr,79,0,Resale,210000.0
1,0,5399,525,85.0,L,79,0,Resale,102000.0
1,0,5399,525,80.0,L,79,0,Resale,96000.0
4,0,915,1600,2.3,Cr,194,0,Resale,276000.0
4,0,916,1600,2.3,Cr,194,0,Resale,276000.0
4,0,916,1600,3.0,Cr,194,0,Resale,360000.0
2,0,1662,742,1.1,Cr,194,1,Resale,132000.0
2,0,1662,755,1.12,Cr,194,1,Resale,134400.00000000003
3,4,3163,3116,3.67,Cr,26,1,New,440400.0
3,4,3163,2800,2.59,Cr,26,1,New,310800.0
4,4,3163,4050,5.01,Cr,26,1,New,601200.0
3,4,3163,4091,4.88,Cr,26,1,New,585600.0
2,0,608,664,1.94,Cr,154,1,New,232800.0
2,0,608,655,1.91,Cr,154,1,New,229200.0
1,0,608,460,1.25,Cr,154,1,New,150000.0
1,0,608,449,1.22,Cr,154,1,New,146400.0
2,0,608,676,1.97,Cr,154,1,New,236400.0
2,0,608,650,1.88,Cr,154,1,New,225600.0
3,0,8448,1340,2.95,Cr,194,1,Resale,354000.0
5,0,8448,2500,8.0,Cr,194,1,Resale,960000.0
4,4,4708,3150,6.25,Cr,194,0,Resale,750000.0
4,4,4708,3100,6.2,Cr,194,0,Resale,744000.0
5,0,5217,4000,8.0,Cr,194,0,Resale,960000.0
4,0,5217,3500,7.5,Cr,194,0,Resale,900000.0
1,0,1895,650,53.0,L,78,0,Resale,63600.0
3,0,4238,1450,1.19,Cr,78,0,Resale,142800.0
1,0,4568,650,62.0,L,78,0,Resale,74400.0
2,0,2471,1100,98.0,L,78,0,Resale,117600.0
1,0,6552,650,50.0,L,78,0,Resale,60000.0
1,0,7041,530,52.0,L,194,0,Resale,62400.0
2,0,5671,900,87.0,L,91,0,Resale,104400.0
5,0,6016,1800,2.25,Cr,8,0,Resale,270000.0
3,0,5563,1300,5.5,Cr,20,0,Resale,660000.0
2,0,1364,680,1.4,Cr,8,0,Resale,168000.0
1,0,970,650,65.0,L,117,0,Resale,78000.0
2,0,9560,850,1.39,Cr,194,0,Resale,166799.99999999997
2,0,1305,820,1.22,Cr,194,0,Resale,146400.0
1,0,7964,575,1.07,Cr,79,0,Resale,128400.0
2,0,6997,1100,1.72,Cr,154,0,Resale,206400.0
1,0,1184,650,88.0,L,34,0,Resale,105600.0
1,0,1846,441,43.0,L,26,1,New,51600.0
2,0,3254,750,44.0,L,47,1,New,52800.0
2,0,7625,1026,1.86,Cr,194,1,New,223200.0
1,0,7625,526,1.03,Cr,194,1,New,123600.0
2,0,7286,800,1.55,Cr,34,1,New,186000.0
2,0,5633,900,1.7,Cr,34,0,Resale,204000.0
3,0,7736,1200,3.2,Cr,44,0,New,384000.0
4,0,1400,1850,4.65,Cr,34,0,New,558000.0
3,0,5606,1300,3.98,Cr,34,0,Resale,477600.0
3,0,9676,1020,1.58,Cr,194,0,Resale,189600.0
3,0,7806,1600,2.75,Cr,91,0,Resale,330000.0
1,0,5176,550,55.0,L,194,1,New,66000.0
1,0,705,700,46.45,L,76,1,New,55740.0
2,0,3294,623,42.5,L,190,1,New,51000.0
1,0,3294,434,32.0,L,190,1,New,38400.0
1,0,3294,397,27.0,L,190,1,New,32400.0
1,0,9579,550,30.5,L,217,0,New,36600.0
1,0,4925,750,62.0,L,24,0,New,74400.0
1,0,4332,735,58.0,L,117,0,New,69600.0
1,0,8183,595,26.0,L,117,0,Resale,31200.0
2,0,1525,1015,72.0,L,76,0,Resale,86400.0
2,0,4908,1020,88.0,L,117,1,New,105600.0
2,0,9153,1300,1.05,Cr,198,0,Resale,126000.0
2,0,3033,1100,95.0,L,198,0,Resale,114000.0
2,0,5514,1100,1.45,Cr,2,0,Resale,174000.0
1,0,5896,600,1.18,Cr,68,0,Resale,141600.0
2,0,3254,750,44.0,L,47,1,New,52800.0
1,0,5972,520,86.0,L,2,0,Resale,103200.0
3,0,339,1400,4.5,Cr,8,0,Resale,540000.0
3,0,3064,1400,3.65,Cr,8,0,Resale,438000.0
1,0,6428,475,1.0,Cr,8,0,Resale,120000.0
1,0,6428,472,95.0,L,8,0,Resale,114000.0
2,0,6900,865,2.5,Cr,8,0,Resale,300000.0
3,0,5530,1450,3.8,Cr,8,0,Resale,456000.0
3,0,7603,1550,4.75,Cr,8,0,Resale,570000.0
2,0,5517,725,1.7,Cr,8,0,Resale,204000.0
3,0,4530,1550,6.91,Cr,32,1,New,829200.0
3,0,4529,2000,7.6,Cr,32,1,New,912000.0
3,0,339,1450,4.51,Cr,8,0,Resale,541200.0
1,0,4888,630,60.0,L,117,0,Resale,72000.0
1,0,2006,650,65.0,L,117,0,Resale,78000.0
2,0,2118,880,95.0,L,117,0,Resale,114000.0
2,0,5026,1075,88.0,L,117,1,New,105600.0
2,0,2858,800,1.1,Cr,117,0,Resale,132000.0
2,0,9328,1050,1.2,Cr,117,0,Resale,144000.0
2,0,3563,1000,85.0,L,117,0,Resale,102000.0
2,0,9324,1040,1.1,Cr,117,0,Resale,132000.0
2,0,6330,900,94.0,L,117,0,Resale,112800.0
2,0,7806,1200,1.55,Cr,91,0,Resale,186000.0
2,0,7134,1150,1.8,Cr,120,0,Resale,216000.0
3,0,9669,1150,2.3,Cr,120,0,Resale,276000.0
1,0,6107,580,24.5,L,125,0,Resale,29400.0
1,0,363,600,30.0,L,125,0,Resale,36000.0
1,0,3205,650,77.5,L,194,0,Resale,93000.0
1,0,3343,425,78.0,L,79,0,Resale,93600.0
1,0,3165,646,46.5,L,47,1,New,55800.0
2,0,4812,655,77.0,L,194,0,Resale,92400.0
3,0,2808,1051,87.99,L,76,0,Resale,105588.0
2,0,614,1050,66.0,L,76,0,Resale,79200.0
1,0,2821,740,56.0,L,76,0,Resale,67200.0
1,0,3818,660,53.49,L,76,0,Resale,64188.0
3,0,6072,1330,1.25,Cr,76,0,Resale,150000.0
3,0,3418,1200,1.01,Cr,76,0,Resale,121200.0
2,0,5694,1000,80.0,L,8,0,Resale,96000.0
2,0,7536,860,65.0,L,76,0,Resale,78000.0
2,0,9401,730,45.0,L,76,0,Resale,54000.0
3,0,2808,1051,87.99,L,76,0,Resale,105588.0
2,0,614,1050,66.0,L,76,0,Resale,79200.0
2,0,7652,1220,1.08,Cr,117,0,New,129600.0
1,0,5034,723,71.0,L,117,0,Resale,85200.0
1,0,8531,455,36.0,L,194,1,New,43200.0
2,0,7668,721,1.62,Cr,34,1,New,194400.00000000003
2,0,7668,721,1.62,Cr,34,1,New,194400.00000000003
2,0,7668,645,1.45,Cr,34,1,New,174000.0
2,0,7668,645,1.45,Cr,34,1,New,174000.0
2,0,7668,668,1.5,Cr,34,1,New,180000.0
2,0,7668,668,1.5,Cr,34,1,New,180000.0
3,0,987,1840,7.22,Cr,39,0,New,866400.0
3,0,987,1840,7.22,Cr,39,0,New,866400.0
4,0,987,1943,7.99,Cr,39,0,New,958800.0
4,0,987,1943,7.99,Cr,39,0,New,958800.0
3,0,987,1840,7.22,Cr,39,0,New,866400.0
3,0,987,1840,7.22,Cr,39,0,New,866400.0
4,0,987,1943,7.99,Cr,39,0,New,958800.0
4,0,987,1943,7.99,Cr,39,0,New,958800.0
3,0,987,1525,5.99,Cr,39,0,New,718800.0
3,0,987,1525,5.99,Cr,39,0,New,718800.0
4,0,987,2345,9.64,Cr,39,0,New,1156800.0
4,0,987,2345,9.64,Cr,39,0,New,1156800.0
1,0,5036,756,75.55,L,117,0,Resale,90660.0
1,0,5036,756,63.87,L,117,1,New,76644.0
1,0,1682,670,28.0,L,4,1,New,33600.0
2,0,8364,1000,1.15,Cr,194,0,Resale,138000.0
3,0,9065,1000,1.2,Cr,194,0,Resale,144000.0
3,0,2238,1210,2.2,Cr,194,0,Resale,264000.0
2,0,4405,1230,1.2,Cr,91,0,New,144000.0
2,0,3756,941,63.99,L,188,0,New,76788.0
3,0,3756,2149,1.21,Cr,188,0,New,145200.0
2,0,8170,1020,86.0,L,117,0,New,103200.0
2,0,7389,900,1.3,Cr,34,0,Resale,156000.0
2,0,6588,1040,85.0,L,78,0,Resale,102000.0
1,0,5179,585,41.5,L,76,0,Resale,49800.0
1,0,7536,670,45.0,L,76,0,Resale,54000.0
1,0,9470,525,35.4,L,76,0,Resale,42480.0
2,0,3830,1200,66.0,L,76,0,Resale,79200.0
1,0,5201,585,36.0,L,76,0,Resale,43200.0
2,0,8861,1050,76.0,L,75,0,Resale,91200.0
1,0,7249,750,51.0,L,76,0,Resale,61200.0
1,0,6019,765,44.0,L,76,0,Resale,52800.0
1,0,6364,520,90.0,L,154,0,Resale,108000.0
2,0,5955,580,45.99,L,76,0,Resale,55188.0
3,0,696,1400,2.47,Cr,31,0,New,296400.00000000006
1,0,8338,1000,2.16,Cr,80,1,New,259200.0
3,0,9065,1200,1.35,Cr,194,0,Resale,162000.0
1,0,1162,680,70.0,L,194,0,Resale,84000.0
3,0,7119,950,1.2,Cr,194,0,Resale,144000.0
2,0,3203,950,1.3,Cr,194,0,Resale,156000.0
3,0,1841,1175,5.0,Cr,213,0,Resale,600000.0
2,0,1841,880,3.1,Cr,213,0,Resale,372000.0
2,0,1291,750,46.28,L,217,1,New,55536.0
1,0,1291,750,35.5,L,217,1,New,42600.0
1,0,7241,750,38.99,L,217,0,New,46788.0
1,0,2441,750,31.2,L,217,1,New,37440.0
2,0,2441,750,42.88,L,217,1,New,51456.0
5,0,4438,1600,1.21,Cr,217,1,New,145200.0
2,0,4438,750,49.0,L,217,1,New,58800.0
2,0,8616,860,46.25,L,217,0,New,55500.0
2,0,1228,1100,2.26,Cr,68,0,Resale,271199.99999999994
2,0,5625,1050,1.97,Cr,205,0,Resale,236400.0
3,0,5336,2126,5.1,Cr,8,0,Resale,612000.0
1,0,6026,500,1.05,Cr,8,0,Resale,126000.0
2,0,4076,1100,2.45,Cr,8,0,Resale,294000.0
2,0,4426,850,1.75,Cr,8,0,Resale,210000.0
3,0,6664,1650,4.15,Cr,8,0,Resale,498000.0
3,0,294,1260,81.0,L,217,0,Resale,97200.0
2,0,874,1100,2.2,Cr,68,0,Resale,264000.0
3,0,874,1250,3.0,Cr,68,0,Resale,360000.0
3,0,8746,1400,3.6,Cr,8,0,Resale,432000.0
2,0,1228,1100,2.26,Cr,68,0,Resale,271199.99999999994
2,0,5625,1050,1.97,Cr,205,0,Resale,236400.0
3,0,5336,2126,5.1,Cr,8,0,Resale,612000.0
1,0,6026,500,1.05,Cr,8,0,Resale,126000.0
2,0,4076,1100,2.45,Cr,8,0,Resale,294000.0
1,0,3373,700,35.0,L,217,0,New,42000.0
2,0,3072,750,41.25,L,217,0,New,49500.0
1,0,3072,650,33.75,L,217,0,New,40500.0
1,0,7244,550,38.99,L,217,1,New,46788.0
2,0,3491,750,39.99,L,217,0,New,47988.0
2,0,3981,750,51.35,L,124,1,New,61620.0
1,0,1897,550,30.0,L,217,0,New,36000.0
2,0,1618,750,49.0,L,217,1,New,58800.0
3,0,294,1260,81.0,L,217,0,Resale,97200.0
1,0,9543,500,52.0,L,194,0,Resale,62400.0
2,0,4806,980,1.75,Cr,194,0,Resale,210000.0
2,0,3256,1287,4.52,Cr,102,0,Resale,542399.9999999999
2,0,5825,1050,95.0,L,91,0,Resale,114000.0
2,0,4939,1180,1.3,Cr,91,0,Resale,156000.0
2,0,8472,1240,84.49,L,117,1,New,101388.0
1,0,5169,730,62.3,L,117,1,New,74760.0
1,0,2419,756,64.0,L,117,0,New,76800.0
2,0,3072,750,41.25,L,217,0,New,49500.0
1,3,3072,750,33.95,L,217,0,New,40740.00000000001
2,0,8221,750,42.5,L,217,0,New,51000.0
3,0,1014,860,75.0,L,205,1,New,90000.0
2,0,1014,750,51.0,L,205,1,New,61200.0
2,0,4438,750,60.5,L,217,1,New,72600.0
1,0,4438,750,37.92,L,217,1,New,45504.0
1,0,1841,640,1.73,Cr,213,0,Resale,207600.0
3,0,9227,1775,2.6,Cr,55,0,Resale,312000.0
1,0,7504,590,90.0,L,160,0,Resale,108000.0
1,0,4042,710,48.5,L,72,0,Resale,58200.0
3,0,7137,1370,79.85,L,47,0,New,95819.99999999999
2,0,3187,1500,1.15,Cr,47,0,Resale,138000.0
2,0,4523,1125,86.0,L,198,0,Resale,103200.0
2,0,3316,660,1.3,Cr,79,0,Resale,156000.0
1,0,3343,565,90.0,L,79,0,Resale,108000.0
3,0,3319,1255,2.1,Cr,79,0,Resale,252000.0
3,0,3345,1830,3.25,Cr,79,0,Resale,390000.0
2,0,3316,660,1.25,Cr,79,0,Resale,150000.0
1,0,5399,400,65.0,L,79,0,Resale,78000.0
3,0,5650,1090,1.65,Cr,79,0,Resale,198000.0
2,0,7134,1000,2.15,Cr,120,0,Resale,258000.0
2,0,6378,1050,1.8,Cr,120,0,Resale,216000.0
3,0,9669,1400,2.9,Cr,120,0,Resale,348000.0
3,0,4145,1400,2.25,Cr,120,0,Resale,270000.0
2,0,4143,850,1.6,Cr,120,0,Resale,192000.0
3,0,4145,1400,2.25,Cr,120,0,Resale,270000.0
2,0,4143,850,1.6,Cr,120,0,Resale,192000.0
3,0,9669,1100,2.4,Cr,120,0,Resale,288000.0
2,0,7157,800,1.6,Cr,120,1,New,192000.0
3,0,3696,1350,3.0,Cr,120,0,Resale,360000.0
3,0,5871,1350,2.45,Cr,120,0,Resale,294000.0
2,0,360,755,1.55,Cr,120,0,Resale,186000.0
1,3,7771,450,68.0,L,120,0,Resale,81600.0
3,0,9669,1300,2.85,Cr,120,0,Resale,342000.0
2,0,360,850,1.42,Cr,120,0,Resale,170400.0
2,0,7135,850,1.8,Cr,120,0,Resale,216000.0
1,0,7284,600,1.15,Cr,120,0,Resale,138000.0
3,0,3301,1500,2.52,Cr,120,0,Resale,302400.0
2,0,360,900,1.55,Cr,120,0,Resale,186000.0
3,0,7155,1450,2.7,Cr,23,0,Resale,324000.0
1,0,7284,600,1.07,Cr,120,0,Resale,128400.0
2,0,2678,550,1.1,Cr,120,1,New,132000.0
2,0,9669,1100,1.75,Cr,120,0,Resale,210000.0
2,0,838,1040,3.75,Cr,88,0,Resale,450000.0
2,0,8184,1210,1.15,Cr,117,1,New,138000.0
2,0,103,1000,1.9,Cr,79,0,Resale,228000.0
2,0,1937,850,2.5,Cr,154,0,Resale,300000.0
2,0,7253,937,1.05,Cr,194,0,Resale,126000.0
2,0,2403,840,85.0,L,117,0,New,102000.0
3,0,6279,1550,2.65,Cr,57,0,Resale,318000.0
2,0,255,600,1.4,Cr,213,1,New,168000.0
2,0,1618,750,51.25,L,217,1,New,61500.0
2,0,4341,750,71.8,L,217,1,New,86160.0
1,0,8304,750,39.5,L,217,1,New,47400.0
1,0,4341,750,44.0,L,217,1,New,52800.0
2,0,3427,825,75.0,L,117,0,Resale,90000.0
1,0,4916,575,55.5,L,117,0,Resale,66600.0
1,0,1618,750,38.0,L,217,1,New,45600.0
3,0,298,960,73.95,L,217,0,New,88740.0
2,0,1618,750,51.25,L,217,1,New,61500.0
1,0,8304,750,39.5,L,217,1,New,47400.0
1,0,4341,750,44.0,L,217,1,New,52800.0
1,0,4341,750,39.97,L,217,1,New,47964.0
2,0,4341,750,71.8,L,217,1,New,86160.0
1,0,298,750,34.99,L,217,0,New,41988.0
2,0,255,600,1.4,Cr,213,1,New,168000.0
2,0,256,800,1.39,Cr,213,0,New,166799.99999999997
1,0,1918,500,1.15,Cr,56,0,New,138000.0
3,0,7135,1320,2.8,Cr,120,0,Resale,336000.0
3,0,4104,2080,2.5,Cr,2,1,New,300000.0
2,0,4104,1400,1.95,Cr,2,1,New,234000.0
1,0,3517,600,33.0,L,76,1,New,39600.0
3,0,50,1120,2.75,Cr,34,0,Resale,330000.0
3,0,50,1120,2.75,Cr,34,0,Resale,330000.0
2,0,1233,800,1.65,Cr,8,0,Resale,198000.0
3,0,8901,1500,6.25,Cr,88,0,Resale,750000.0
1,0,8043,605,19.4,L,28,0,New,23279.999999999996
1,0,8043,605,19.36,L,28,0,New,23232.0
1,0,6628,450,80.0,L,34,0,Resale,96000.0
2,0,4651,1050,99.45,L,117,0,New,119340.0
2,0,9330,1107,1.02,Cr,117,0,New,122400.0
2,0,3977,750,58.75,L,124,1,New,70500.0
2,0,1836,1100,3.32,Cr,44,0,Resale,398400.0
2,0,8329,1080,2.45,Cr,96,0,Resale,294000.0
2,0,1124,1100,2.4,Cr,44,1,New,288000.0
2,0,7427,950,2.3,Cr,34,0,Resale,276000.0
2,0,2212,1150,2.98,Cr,34,0,Resale,357600.0
2,0,8136,900,2.2,Cr,34,0,Resale,264000.0
3,0,1124,1280,3.55,Cr,44,1,New,426000.0
1,0,3594,750,1.5,Cr,154,0,Resale,180000.0
4,0,4385,1400,2.7,Cr,34,1,New,324000.0
1,0,1010,550,80.0,L,34,1,New,96000.0
1,0,8517,580,1.15,Cr,34,0,New,138000.0
2,0,7286,710,1.6,Cr,34,1,New,192000.0
1,0,4157,560,97.0,L,34,1,New,116400.0
2,0,1010,750,1.32,Cr,34,1,New,158400.0
2,0,4385,710,1.35,Cr,34,1,New,162000.0
2,0,7668,890,1.68,Cr,34,1,New,201600.0
1,0,9211,610,1.48,Cr,34,0,Resale,177600.0
2,0,9211,780,1.9,Cr,34,0,Resale,228000.0
1,0,4156,690,85.0,L,34,1,New,102000.0
1,0,4385,510,84.0,L,34,1,New,100800.0
3,0,4385,810,1.75,Cr,34,1,New,210000.0
2,0,9367,1100,1.45,Cr,153,0,Resale,174000.0
2,0,6701,750,95.0,L,2,0,Resale,114000.0
2,0,4924,850,1.28,Cr,81,0,Resale,153600.0
2,0,3530,950,2.05,Cr,81,0,Resale,246000.0
2,0,7118,950,1.6,Cr,81,0,Resale,192000.0
3,0,4924,1050,1.65,Cr,81,0,Resale,198000.0
2,0,7118,1050,2.0,Cr,81,0,Resale,240000.0
2,0,7117,700,1.25,Cr,81,0,Resale,150000.0
2,0,7118,950,1.6,Cr,81,0,Resale,192000.0
2,0,7117,750,1.17,Cr,81,0,Resale,140400.0
2,0,7118,1050,1.95,Cr,81,0,Resale,234000.0
2,0,7117,650,1.18,Cr,81,0,Resale,141600.0
2,0,7118,1050,1.91,Cr,81,0,Resale,229200.0
2,0,1903,1050,1.55,Cr,81,0,Resale,186000.0
2,0,7118,950,1.62,Cr,81,0,Resale,194400.00000000003
2,0,7117,650,1.16,Cr,81,0,Resale,139200.0
2,0,7117,650,1.2,Cr,81,0,Resale,144000.0
2,0,7117,950,1.8,Cr,81,0,Resale,216000.0
2,0,6222,1020,1.36,Cr,81,0,Resale,163200.00000000003
2,0,7117,750,1.28,Cr,81,0,Resale,153600.0
