bhk,type,locality,area,region,status,age,price_in_USD
3,0,9566,1500,194,0,2,276000.0
2,0,7625,1060,194,1,0,211200.0
1,0,1849,654,15,0,2,33600.0
2,0,1849,803,15,0,2,48000.0
3,0,4595,1035,15,0,2,48000.0
3,0,2671,1650,194,0,2,198000.0
5,1,9465,3500,194,0,1,720000.0
1,0,3279,803,9,1,2,46800.0
1,0,3279,803,9,1,2,46800.0
3,0,4567,900,8,1,2,408000.0
2,0,5198,1065,194,0,2,162000.0
2,0,2306,962,8,1,0,306000.0
1,0,9015,600,15,0,2,33000.0
2,0,7950,881,7,0,2,218400.0
1,0,5224,720,117,1,2,60000.0
1,0,7790,265,117,1,2,26400.0
1,0,2800,600,84,1,0,28800.0
3,0,6759,1550,8,0,1,480000.0
2,0,1191,950,147,0,2,198000.0
2,0,2144,1230,147,0,2,384000.0
2,0,5177,774,189,1,2,210000.0
2,0,7874,893,194,1,2,204000.0
3,0,9465,1650,194,0,2,198000.0
2,0,3434,1070,76,0,1,96000.0
3,0,8469,800,117,0,2,78000.0
1,0,3547,413,28,0,2,18000.0
2,0,8768,929,47,1,2,82380.00000000001
1,0,8768,510,47,1,2,46200.0
1,0,4472,692,4,0,2,31200.0
2,0,3063,973,68,0,2,246000.0
2,0,437,1085,4,1,2,57600.0
1,3,6762,350,31,0,1,68400.0
3,0,6834,1200,79,0,1,300000.0
1,0,534,635,15,0,2,25200.0
2,0,9089,835,15,0,2,43200.0
2,0,4099,874,108,0,2,216000.0
1,0,5138,426,23,0,1,74400.0
1,0,2518,675,4,1,0,38040.0
1,0,7054,700,4,0,2,34800.0
1,0,318,750,4,1,2,40800.0
1,0,7818,640,75,1,2,38400.0
1,0,9672,644,5,0,2,31512.0
1,0,8013,570,76,0,2,57876.0
3,0,9684,1380,80,0,1,241199.99999999997
1,0,163,548,4,1,2,25200.0
3,0,9663,1443,62,0,1,390000.0
5,0,9663,2762,62,0,1,702000.0
3,0,9663,1381,62,0,1,324000.0
4,0,9663,2130,62,0,1,528000.0
1,0,1930,700,108,0,1,126000.0
1,0,1930,700,108,0,1,126000.0
1,0,1930,700,108,0,1,114000.0
4,0,9666,2544,31,0,1,990000.0
3,0,1855,1400,79,0,1,306000.0
2,0,1930,920,108,0,1,162000.0
2,0,1772,1250,80,1,0,166799.99999999997
1,0,4297,579,205,1,0,41591.99999999999
3,0,4932,1660,80,0,1,360000.0
1,0,4297,603,205,1,0,43259.99999999999
2,0,4297,826,205,1,0,58824.0
1,0,4297,579,205,1,0,43440.00000000001
3,0,2739,1335,108,0,1,288000.0
1,0,7174,550,80,1,0,65880.0
6,0,835,3705,80,0,2,828000.0
3,0,835,1483,80,0,0,388800.00000000006
6,0,9663,2866,62,0,1,840000.0
2,0,2758,940,30,0,1,216000.0
4,0,9082,2500,79,0,1,648000.0
2,0,9684,1140,80,0,1,198000.0
2,0,8686,741,124,1,0,53460.0
1,0,8686,529,124,1,0,40200.0
3,0,8686,976,124,1,0,68400.0
1,0,8025,453,23,0,1,90000.0
3,0,1625,1250,80,0,1,294000.0
3,0,1625,1250,80,0,0,270000.0
3,0,7866,1495,79,0,1,294000.0
3,0,7866,1495,79,0,1,282000.0
3,0,7866,1495,79,0,0,270000.0
3,0,7866,1697,79,0,2,420000.0
3,0,7866,1495,79,0,2,384000.0
3,0,7866,1500,79,0,1,360000.0
2,0,7866,1020,79,0,1,246000.0
5,0,7866,2600,79,0,1,522000.0
3,0,2834,1350,80,0,1,420000.0
3,0,2834,1350,80,0,1,390000.0
2,0,1383,1050,80,0,0,162000.0
3,0,2572,1250,108,0,1,330000.0
3,0,2572,1250,108,0,1,306000.0
3,0,2572,1250,108,0,1,324000.0
2,0,2572,1000,108,0,1,270000.0
2,0,2572,1000,108,0,1,252000.0
2,0,2572,1000,108,0,1,246000.0
2,0,2572,1000,108,0,1,216000.0
3,0,1059,1550,80,0,0,318000.0
2,0,7917,1046,108,0,0,282000.0
2,0,4386,845,31,0,0,205200.0
2,0,4386,845,31,0,0,207600.0
2,0,1059,947,80,0,0,241199.99999999997
2,0,1059,947,80,0,0,229200.0
3,0,1383,1500,80,0,0,258000.0
2,0,1383,1100,80,0,0,176400.0
3,0,9490,1450,31,0,2,348000.0
2,0,6310,1080,80,0,2,270000.0
4,0,2082,1640,80,0,2,510000.0
3,0,2082,1300,80,0,2,348000.0
2,0,2082,1030,80,0,2,270000.0
5,0,949,2800,80,0,2,690000.0
3,0,2736,1700,31,0,2,420000.0
2,0,3892,1092,80,0,2,270000.0
2,0,2901,865,31,0,2,240000.0
3,0,2562,1262,31,0,2,510000.0
2,0,2562,950,31,0,2,342000.0
3,0,5073,1700,31,0,2,444000.0
3,0,8338,1264,80,1,2,300000.0
2,0,8338,951,80,1,2,228000.0
1,0,8338,622,80,1,2,162000.0
3,0,2639,1600,69,0,2,510000.0
3,0,4972,1000,41,0,2,276000.0
1,0,6599,500,31,0,2,138000.0
1,0,9104,700,76,0,2,56400.0
3,0,2327,2480,222,0,2,900000.0
1,0,8763,630,23,1,2,115200.0
3,0,3240,1673,47,1,2,162000.0
1,0,3168,588,47,1,2,51600.0
1,0,3221,620,47,1,2,56400.0
1,0,3225,427,47,0,2,36000.0
1,0,3226,708,48,0,2,58800.0
1,0,3221,620,47,1,2,56400.0
1,0,9304,675,93,1,2,30000.0
1,0,660,679,56,1,2,86400.0
3,0,9370,1750,20,0,2,690000.0
3,0,2738,1144,155,0,2,642000.0
3,0,4391,1025,155,0,2,672000.0
3,0,6696,1332,20,0,2,960000.0
2,0,1881,1000,20,0,2,468000.0
3,0,2773,1459,19,0,0,540000.0
1,0,6599,520,31,0,2,134400.00000000003
2,0,2799,900,31,0,2,270000.0
1,0,1926,695,76,1,2,57600.0
2,0,7136,1085,81,0,1,210000.0
2,0,4895,880,81,0,2,166799.99999999997
2,0,7136,1002,81,0,1,237600.0
1,0,1974,625,23,0,1,133200.00000000003
3,0,4084,1100,23,0,1,198000.0
1,0,1809,595,87,0,0,53436.0
2,0,5688,1050,155,0,1,420000.0
2,0,2773,1006,19,0,0,372000.0
1,0,5657,500,31,0,2,138000.0
1,0,8516,550,31,0,2,123600.0
2,0,6843,800,31,0,2,156000.0
1,0,2496,605,80,0,2,120000.0
1,0,6060,925,76,0,2,60000.0
2,0,7008,849,57,1,2,294000.0
1,0,3737,507,76,0,2,54000.0
3,0,2882,1800,31,0,2,390000.0
2,0,4826,880,34,1,2,180000.0
2,0,767,799,30,1,2,120000.0
3,0,7099,965,81,1,2,180000.0
2,0,8184,865,117,1,2,102000.0
2,0,757,1305,34,1,2,204000.0
2,0,7099,718,81,1,2,120000.0
3,4,2828,1011,205,1,0,108000.0
2,0,7003,700,7,1,2,126000.0
2,0,4827,741,34,1,2,180000.0
3,0,3281,1389,9,1,2,120000.0
2,0,8562,851,23,1,2,150000.0
2,0,7996,821,62,1,2,162000.0
2,0,2880,986,62,1,2,204000.0
1,0,8686,548,124,1,2,43800.0
2,0,9699,951,113,0,0,478800.0
3,0,9699,1615,113,1,0,914400.0
2,0,7205,800,18,1,0,278400.0
2,0,3434,1035,76,0,1,90000.0
2,0,975,1103,222,1,0,512399.99999999994
3,0,6696,1332,20,0,1,960000.0
2,0,1881,1040,20,0,2,468000.0
3,0,9370,1175,20,0,2,690000.0
2,0,3273,1050,100,0,2,510000.0
1,0,8440,592,188,0,2,39600.0
2,0,2094,875,34,1,2,285600.0
3,0,8051,805,23,1,0,198000.0
2,0,8051,638,23,1,0,156000.0
3,0,8051,805,23,1,0,198000.0
2,0,8051,638,23,1,0,156000.0
3,0,8051,805,23,1,0,198000.0
2,0,7149,606,120,1,0,188400.0
2,0,7149,606,120,1,0,188400.0
2,0,7149,606,120,1,0,188400.0
3,0,7149,1005,120,1,0,313200.0
2,0,7149,606,120,1,0,188400.0
3,0,7149,859,120,1,0,267600.0
3,0,7149,1005,120,1,0,313200.0
3,0,7149,859,120,1,0,267600.0
2,0,7149,717,120,1,0,223200.0
2,0,8051,638,23,1,0,156000.0
3,0,4250,3101,222,0,2,1380000.0
4,0,7151,2379,222,0,2,1078800.0
3,0,3328,1610,222,0,2,840000.0
2,0,1226,1036,194,0,2,180000.0
4,0,3331,3000,222,0,2,1920000.0
3,0,2638,1613,69,1,2,870000.0
3,0,8326,1482,69,0,2,870000.0
4,0,1603,4032,20,1,0,1440000.0
4,0,2829,2327,69,1,2,1200000.0
3,0,4618,2500,125,0,2,144000.0
3,0,9459,3500,205,0,2,144000.0
3,0,9460,1800,205,0,2,114000.0
3,0,9459,1500,205,0,2,132000.0
3,0,300,1200,125,0,2,84000.0
2,0,9762,850,125,0,2,56400.0
1,0,9762,520,125,0,2,30000.0
1,0,9460,585,205,0,2,54000.0
1,0,1622,370,205,0,2,26400.0
1,0,1921,501,80,0,2,61200.0
1,0,827,412,49,0,0,18000.0
3,0,4180,1100,120,1,2,204000.0
2,0,7937,1000,120,1,2,132000.0
2,0,7937,1000,120,1,2,132000.0
3,0,6001,1800,37,0,2,756000.0
2,0,2970,1024,141,0,2,276000.0
2,0,3272,1168,100,0,2,492000.0
2,0,4548,607,194,1,2,108000.0
2,0,4536,1001,120,1,2,192000.0
2,0,4533,1040,102,1,2,348000.0
3,0,4533,1885,102,1,2,504000.0
1,0,8666,544,47,0,1,33600.0
1,0,9278,530,76,1,2,47796.0
1,0,5132,557,57,1,2,132000.0
1,0,1330,675,15,1,2,34800.0
3,0,7001,1254,80,0,2,396000.0
1,0,9489,615,31,0,2,151200.0
3,0,4484,696,5,1,0,49140.00000000001
3,0,4484,696,5,1,0,49140.00000000001
2,0,4484,516,5,1,0,35940.0
2,0,4484,516,5,1,0,35940.0
1,0,4484,414,5,1,0,28920.0
1,0,4484,414,5,1,0,28920.0
3,0,4484,696,5,1,0,49140.00000000001
3,0,4484,696,5,1,0,49140.00000000001
2,0,4484,516,5,1,0,35940.0
2,0,4484,516,5,1,0,35940.0
1,0,4484,414,5,1,0,28920.0
1,0,4484,414,5,1,0,28920.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
2,0,7932,680,108,1,0,204000.0
2,0,7932,650,108,1,0,194400.00000000003
2,0,7932,650,108,1,0,194400.00000000003
2,0,4171,637,41,1,0,176400.0
2,0,4171,637,41,1,0,176400.0
2,0,4171,624,41,1,0,172800.0
2,0,4171,624,41,1,0,172800.0
2,0,4171,623,41,1,0,168000.0
2,0,4171,623,41,1,0,168000.0
3,0,4171,1093,41,1,0,294000.0
3,0,4171,1093,41,1,0,294000.0
2,0,4171,647,41,1,0,176400.0
2,0,4171,647,41,1,0,176400.0
2,0,4171,695,41,1,0,190800.0
2,0,4171,695,41,1,0,190800.0
3,0,4171,1101,41,1,0,294000.0
3,0,4171,1101,41,1,0,294000.0
2,0,4171,701,41,1,0,190800.0
2,0,4171,701,41,1,0,190800.0
3,0,4308,1300,31,0,2,306000.0
2,0,4171,624,41,1,0,172800.0
2,0,4171,624,41,1,0,172800.0
2,0,4171,623,41,1,0,168000.0
2,0,4171,623,41,1,0,168000.0
3,0,4171,1093,41,1,0,294000.0
3,0,4171,1093,41,1,0,294000.0
2,0,4171,647,41,1,0,176400.0
2,0,4171,647,41,1,0,176400.0
2,0,4171,695,41,1,0,190800.0
2,0,4171,695,41,1,0,190800.0
3,0,4171,1101,41,1,0,294000.0
3,0,4171,1101,41,1,0,294000.0
2,0,4171,701,41,1,0,190800.0
2,0,4171,701,41,1,0,190800.0
1,0,9482,620,15,0,2,25800.0
3,0,8795,1300,88,0,2,660000.0
2,0,2361,564,62,1,0,164400.00000000003
2,0,2361,564,62,1,0,164400.00000000003
2,0,2361,564,62,1,0,164400.00000000003
2,0,2361,564,62,1,0,164400.00000000003
2,0,8722,800,155,0,2,600000.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
2,0,2143,730,80,1,0,300000.0
2,0,2143,730,80,1,0,300000.0
2,0,2143,765,80,1,0,313200.0
2,0,2143,765,80,1,0,313200.0
1,0,448,440,80,1,0,139200.0
1,0,448,440,80,1,0,139200.0
1,0,448,415,80,1,0,132000.0
1,0,448,415,80,1,0,132000.0
2,0,448,667,80,1,0,204000.0
2,0,448,667,80,1,0,204000.0
1,0,448,440,80,1,0,139200.0
1,0,448,440,80,1,0,139200.0
1,0,448,415,80,1,0,132000.0
1,0,448,415,80,1,0,132000.0
2,0,1402,564,80,1,0,164400.00000000003
2,0,1402,604,80,1,0,176400.0
1,0,1402,422,80,1,0,118800.0
2,0,1402,643,80,1,0,188400.0
1,0,1402,386,80,1,0,106800.0
1,0,1402,275,80,1,0,104388.0
2,0,1402,564,80,1,0,164400.00000000003
1,0,1402,420,80,1,0,117588.0
1,0,1402,422,80,1,0,118800.0
1,0,1402,386,80,1,0,106800.0
1,0,1402,434,80,1,0,121200.0
1,0,1402,420,80,1,0,117588.0
1,0,1402,418,80,1,0,116400.0
1,0,1402,434,80,1,0,121200.0
1,0,1402,415,80,1,0,115200.0
1,0,1402,418,80,1,0,116400.0
2,0,1402,612,80,1,0,177600.0
1,0,1402,415,80,1,0,115200.0
2,0,1402,710,80,1,0,206400.0
2,0,1402,612,80,1,0,177600.0
2,0,2361,564,62,1,0,164400.00000000003
1,0,2361,419,62,1,0,130800.0
1,0,2361,419,62,1,0,130800.0
1,0,2361,408,62,1,0,128400.0
1,0,2361,408,62,1,0,128400.0
2,0,2361,594,62,1,0,166799.99999999997
2,0,2361,594,62,1,0,166799.99999999997
2,0,9236,445,30,1,0,142800.0
2,0,9236,445,30,1,0,142800.0
2,0,9236,545,30,1,0,160800.0
2,0,9236,545,30,1,0,160800.0
2,0,9236,445,30,1,0,142800.0
2,0,9236,445,30,1,0,142800.0
2,0,9236,545,30,1,0,160800.0
2,0,9236,545,30,1,0,160800.0
1,0,1402,378,80,1,0,105588.0
2,0,1402,604,80,1,0,176400.0
1,0,1402,378,80,1,0,105588.0
2,0,1402,643,80,1,0,188400.0
1,0,1402,275,80,1,0,104388.0
1,0,9283,397,79,1,0,93587.99999999999
1,0,9283,397,79,1,0,93587.99999999999
2,0,9283,518,79,1,0,121200.0
2,0,9283,518,79,1,0,121200.0
2,0,9283,537,79,1,0,126000.0
2,0,9283,537,79,1,0,126000.0
1,0,9283,397,79,1,0,93587.99999999999
1,0,9283,397,79,1,0,93587.99999999999
2,0,9283,518,79,1,0,121200.0
2,0,9283,518,79,1,0,121200.0
1,0,1403,330,80,1,0,107640.0
1,0,1403,321,80,1,0,104700.0
1,0,1403,330,80,1,0,107640.0
1,0,1403,321,80,1,0,104700.0
1,0,1403,326,80,1,0,106320.0
1,0,1403,326,80,1,0,106320.0
1,0,1403,328,80,1,0,106956.0
1,0,1403,328,80,1,0,106956.0
2,0,1403,433,80,1,0,141600.0
2,0,1403,433,80,1,0,141600.0
1,0,397,409,62,1,0,120000.0
2,0,397,624,62,1,0,196799.99999999997
2,0,397,624,62,1,0,196799.99999999997
2,0,397,570,62,1,0,180000.0
2,0,397,570,62,1,0,180000.0
2,0,397,592,62,1,0,188400.0
2,0,397,592,62,1,0,188400.0
1,0,397,420,62,1,0,136799.99999999997
1,0,397,420,62,1,0,136799.99999999997
2,0,9649,752,108,1,0,194400.00000000003
2,0,9649,752,108,1,0,194400.00000000003
3,0,9649,1308,108,1,0,338400.0
3,0,9649,1308,108,1,0,338400.0
2,0,9649,752,108,1,0,194400.00000000003
2,0,9649,752,108,1,0,194400.00000000003
3,0,9649,1308,108,1,0,338400.0
3,0,9649,1308,108,1,0,338400.0
1,0,2593,417,80,1,0,104400.0
1,0,2593,417,80,1,0,104400.0
2,0,2593,608,80,1,0,175200.0
2,0,2593,608,80,1,0,175200.0
1,0,2593,457,80,1,0,115200.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
3,0,2143,1055,80,1,0,420000.0
2,0,2143,730,80,1,0,300000.0
2,0,2143,730,80,1,0,300000.0
2,0,2143,765,80,1,0,313200.0
2,0,2143,765,80,1,0,313200.0
1,0,448,440,80,1,0,139200.0
1,0,448,440,80,1,0,139200.0
1,0,448,415,80,1,0,132000.0
1,0,448,415,80,1,0,132000.0
2,0,448,667,80,1,0,204000.0
2,0,448,667,80,1,0,204000.0
1,0,448,440,80,1,0,139200.0
1,0,448,440,80,1,0,139200.0
1,0,448,415,80,1,0,132000.0
1,0,448,415,80,1,0,132000.0
2,0,448,667,80,1,0,204000.0
2,0,448,667,80,1,0,204000.0
3,0,9416,718,30,1,0,223200.0
3,0,9416,718,30,1,0,223200.0
3,0,9416,718,30,1,0,223200.0
3,0,9416,718,30,1,0,223200.0
1,0,9416,462,30,1,0,144000.0
1,0,9416,462,30,1,0,144000.0
1,0,9416,412,30,1,0,128400.0
1,0,9416,412,30,1,0,128400.0
2,0,9416,559,30,1,0,174000.0
2,0,9416,559,30,1,0,174000.0
1,0,9416,466,30,1,0,145200.0
1,0,9416,466,30,1,0,145200.0
1,0,9416,408,30,1,0,127200.0
1,0,9416,408,30,1,0,127200.0
3,0,9416,682,30,1,0,212400.0
3,0,9416,682,30,1,0,212400.0
2,0,9501,571,80,1,0,158400.0
2,0,9501,571,80,1,0,158400.0
2,0,2593,608,80,1,0,175200.0
2,0,2593,608,80,1,0,175200.0
1,0,2593,457,80,1,0,115200.0
3,0,9500,1600,31,0,2,564000.0
2,0,9500,1310,31,0,2,348000.0
3,0,1940,1290,31,0,2,348000.0
3,0,353,1665,31,0,2,426000.0
3,0,4308,1300,31,0,2,306000.0
1,0,4363,796,4,0,2,31800.0
2,0,431,995,194,0,1,54000.0
3,0,8795,1300,88,0,2,660000.0
1,0,2544,417,91,1,0,78000.0
1,0,2544,417,91,1,0,78000.0
1,0,2544,417,91,1,0,78000.0
2,0,8722,800,155,0,2,600000.0
1,0,9482,620,15,0,2,25800.0
3,0,298,685,217,0,0,88740.0
1,0,9283,397,79,1,0,93587.99999999999
1,0,9283,397,79,1,0,93587.99999999999
2,0,9283,518,79,1,0,121200.0
2,0,9283,518,79,1,0,121200.0
2,0,9283,537,79,1,0,126000.0
2,0,9283,537,79,1,0,126000.0
1,0,9283,397,79,1,0,93587.99999999999
1,0,9283,397,79,1,0,93587.99999999999
2,0,9283,518,79,1,0,121200.0
2,0,9283,518,79,1,0,121200.0
1,0,1403,330,80,1,0,107640.0
1,0,1403,321,80,1,0,104700.0
1,0,1403,330,80,1,0,107640.0
1,0,1403,321,80,1,0,104700.0
1,0,1403,326,80,1,0,106320.0
1,0,1403,326,80,1,0,106320.0
1,0,1403,328,80,1,0,106956.0
1,0,1403,328,80,1,0,106956.0
2,0,1403,433,80,1,0,141600.0
2,0,1403,433,80,1,0,141600.0
2,0,2593,652,80,1,0,192000.0
1,0,7932,445,108,1,0,133200.00000000003
1,0,7932,445,108,1,0,133200.00000000003
1,0,7932,445,108,1,0,133200.00000000003
1,0,7932,445,108,1,0,133200.00000000003
1,0,7932,435,108,1,0,120000.0
1,0,7932,435,108,1,0,120000.0
2,0,7932,680,108,1,0,204000.0
2,0,7932,680,108,1,0,204000.0
2,0,7932,650,108,1,0,194400.00000000003
2,0,7932,650,108,1,0,194400.00000000003
2,0,4171,637,41,1,0,176400.0
2,0,4171,637,41,1,0,176400.0
2,0,4171,624,41,1,0,172800.0
2,0,4171,624,41,1,0,172800.0
2,0,4171,623,41,1,0,168000.0
2,0,4171,623,41,1,0,168000.0
3,0,4171,1093,41,1,0,294000.0
3,0,4171,1093,41,1,0,294000.0
2,0,4171,647,41,1,0,176400.0
2,0,4484,516,5,1,0,35940.0
2,0,4484,516,5,1,0,35940.0
1,0,4484,414,5,1,0,28920.0
1,0,4484,414,5,1,0,28920.0
3,0,3831,1422,5,1,2,84000.0
2,0,4373,890,3,0,2,38400.0
2,0,2017,840,5,0,2,39959.99999999999
1,0,8536,474,5,0,2,25200.0
2,0,4366,880,4,0,2,41400.0
1,0,4160,730,4,0,2,43200.0
2,0,4164,900,4,0,2,53400.0
3,0,7001,1254,80,0,2,396000.0
1,0,9489,615,31,0,2,151200.0
1,0,1689,906,5,0,0,46800.0
2,0,2370,945,4,0,0,62400.0
2,0,2370,690,4,0,0,42000.0
1,0,1689,613,5,0,1,31200.0
1,0,662,568,120,0,2,120000.0
2,0,9669,964,120,0,2,240000.0
2,0,9669,939,120,0,2,204000.0
2,0,9692,856,57,0,2,204000.0
3,0,7161,1490,57,0,2,348000.0
3,0,2214,1130,194,0,2,222000.0
2,0,5156,990,117,0,2,93600.0
1,0,2415,365,117,0,0,75840.0
3,0,2415,1386,117,0,0,138000.0
1,0,5036,395,117,1,0,73200.0
2,0,5036,566,117,1,0,107412.0
1,0,5036,414,117,1,0,75600.0
2,0,2362,946,8,0,0,298800.00000000006
2,0,2306,962,8,1,0,307200.0
2,0,9447,920,8,1,0,226800.0
1,0,9447,624,8,1,0,152400.0
2,0,9447,920,8,1,0,223200.0
1,0,9447,624,8,1,0,154800.0
2,0,2306,962,8,1,0,307200.0
3,0,2362,1388,8,0,0,463200.0
2,0,2362,946,8,0,0,310800.0
1,0,9447,624,8,1,0,154800.0
2,0,2362,946,8,0,0,310800.0
2,0,2306,962,8,1,0,304800.0
2,0,2306,962,8,1,0,307200.0
2,0,2362,946,8,0,0,307200.0
2,0,2362,946,8,0,0,307200.0
2,0,2362,946,8,0,0,307200.0
2,0,1139,965,194,0,2,110400.0
1,0,2822,669,15,1,2,36000.0
1,0,7261,670,198,0,1,68400.0
1,0,272,580,91,0,1,74400.0
2,0,1347,1160,91,0,1,144000.0
2,0,2955,846,34,0,0,276000.0
3,0,1124,1275,44,1,0,372000.0
3,0,1124,1313,44,1,0,378000.0
3,0,4182,1350,79,0,1,336000.0
2,0,6320,1050,8,0,1,360000.0
1,0,6738,650,61,0,1,180000.0
3,0,6291,1450,8,0,1,492000.0
3,0,1140,1300,8,0,1,498000.0
2,0,1171,1050,194,0,1,102000.0
1,0,5216,650,194,0,1,69600.0
1,0,3010,500,194,0,1,51600.0
2,0,2037,1050,194,0,1,98400.0
2,0,1752,1135,55,0,1,186000.0
1,0,1752,625,55,0,0,126000.0
1,0,3936,775,117,1,0,80351.99999999999
2,0,7460,1060,117,0,0,93660.0
1,0,2422,711,117,1,0,63852.0
2,0,3936,1050,117,1,0,101112.0
1,0,3936,720,117,1,0,68040.0
2,0,3936,1050,117,1,0,101100.0
1,0,5034,725,117,0,0,79812.00000000001
1,0,8603,730,117,1,0,69636.0
2,0,4068,1050,117,0,0,89987.99999999999
2,0,5026,1062,117,1,0,100908.0
2,0,2395,1013,117,0,0,95892.0
1,0,4902,725,117,1,0,72000.0
2,0,2404,850,117,1,0,82200.0
4,0,4902,1026,117,1,0,94800.0
3,0,2412,1386,117,1,0,140400.0
4,0,2655,1000,117,1,0,90000.0
2,0,7460,1060,117,0,0,93660.0
3,0,6457,1170,117,0,0,133200.00000000003
1,0,4902,725,117,0,0,68388.0
2,0,7643,705,117,0,0,109200.0
1,0,9300,715,117,0,0,65388.0
1,0,3936,695,117,1,0,72048.0
2,0,2412,1053,117,1,0,103200.0
1,0,4337,450,117,0,0,66000.0
2,0,3390,850,24,1,0,110460.0
1,0,2404,415,117,1,0,63600.0
2,0,4899,650,117,1,0,116292.0
1,0,4337,450,117,0,0,67200.0
2,0,8472,755,117,1,0,118800.0
1,0,8170,325,117,1,0,49812.0
1,0,7643,705,117,1,0,77076.0
1,0,8170,335,117,1,0,49848.0
1,0,5026,675,117,1,0,65580.0
4,0,2395,1137,117,0,0,107952.0
1,0,8603,730,117,1,0,69612.0
1,0,2422,738,117,1,0,65988.0
1,0,5026,675,117,1,0,65568.0
2,0,5026,1062,117,1,0,100560.0
1,0,2422,693,117,1,0,62388.0
2,0,8654,650,117,0,1,102000.0
1,0,7460,720,117,0,0,65880.0
3,0,7134,1600,120,0,1,282000.0
1,0,4369,598,15,0,1,28800.0
1,0,541,1004,26,1,0,50400.0
4,0,2333,2000,140,0,1,162000.0
2,0,6229,890,55,0,1,70800.0
2,0,245,830,213,0,0,138000.0
2,0,245,830,213,0,0,138000.0
2,0,245,830,213,0,0,138000.0
2,0,245,830,213,0,0,138000.0
2,0,245,830,213,0,0,138000.0
2,0,245,850,213,0,0,138000.0
3,0,4665,1095,15,0,0,57000.0
3,0,4665,1095,15,0,0,57000.0
3,0,4665,1095,15,0,0,56400.0
2,0,4666,930,15,0,0,47100.0
2,0,4666,930,15,0,0,46800.0
2,0,7638,1063,57,1,0,224400.0
2,0,3147,1050,47,0,1,72000.0
1,0,3144,750,47,0,1,43200.0
2,0,3147,1391,47,0,1,114000.0
2,0,1746,1285,55,1,0,184800.0
2,0,1752,1165,55,0,1,204000.0
1,0,6593,650,94,0,1,98400.0
1,0,552,550,94,0,1,96000.0
2,0,5381,950,94,0,1,180000.0
2,0,6764,950,94,0,1,156000.0
1,0,2923,675,55,0,1,103200.0
2,0,8774,950,55,0,1,138000.0
2,0,4022,1150,55,0,1,174000.0
2,0,3390,850,24,0,0,110460.0
2,0,4899,650,117,0,0,116292.0
1,0,8184,732,117,0,0,72648.0
2,0,9300,670,117,0,0,96000.0
1,0,9300,490,117,0,0,67200.0
2,0,8184,1377,117,0,0,138000.0
1,0,8170,670,117,0,0,66000.0
1,0,3936,695,117,0,0,72048.0
1,0,7643,705,117,0,0,77076.0
2,0,850,1180,55,0,1,210000.0
1,0,2923,564,55,0,1,99600.0
2,0,8678,950,55,0,1,144000.0
1,0,6178,575,55,0,1,90000.0
2,0,850,1125,55,0,1,210000.0
1,0,865,552,55,0,1,110400.0
2,0,771,965,55,0,1,210000.0
2,0,1032,952,55,0,0,180000.0
1,0,3457,560,94,0,1,96000.0
2,0,741,960,55,1,0,180000.0
1,0,741,650,55,1,0,108000.0
1,0,741,580,55,1,0,112800.0
2,0,863,950,55,0,1,177600.0
2,0,5546,950,94,0,1,132000.0
1,0,8802,625,94,0,1,78000.0
1,0,3457,550,94,0,1,91200.0
2,0,7854,950,94,0,1,144000.0
2,0,5381,1125,94,0,1,150000.0
1,0,5987,680,55,0,1,96000.0
1,0,863,950,55,0,0,108000.0
1,0,3487,550,55,0,1,81600.0
4,0,850,2300,55,0,1,420000.0
2,0,1533,1126,94,0,1,132000.0
2,0,850,1124,55,0,1,198000.0
1,0,8603,730,117,0,0,69600.0
2,0,4902,1026,117,0,0,92400.0
1,0,7471,600,55,0,2,84000.0
2,0,8502,615,117,1,0,102000.0
1,0,8502,531,117,1,0,78000.0
2,0,8700,547,124,0,0,66000.0
1,0,3936,695,117,0,0,72048.0
1,0,2404,405,117,1,0,77016.00000000001
1,0,2422,738,117,0,0,69072.0
1,0,2422,738,117,1,0,69072.0
2,0,2404,855,117,1,0,93600.0
2,0,2404,405,117,0,0,77004.0
2,0,1447,828,194,1,0,111600.0
2,0,4823,700,194,1,0,90000.0
1,0,4823,535,194,1,0,69600.0
3,0,1447,1376,194,1,0,182400.0
2,0,3147,909,47,0,1,72000.0
3,0,6081,1864,61,0,1,210000.0
2,0,3146,909,47,0,1,67200.0
1,0,3144,595,47,0,1,42000.0
2,0,3144,791,47,0,1,60000.0
2,0,7064,974,61,0,1,90000.0
2,0,7595,740,117,0,0,114000.0
1,0,7595,578,117,0,0,72000.0
2,0,2412,684,117,1,0,104400.0
2,0,1267,1050,117,0,0,115200.0
1,0,9330,760,117,0,0,73920.0
2,0,6457,1026,117,0,1,113400.0
2,0,6457,1026,117,0,0,113412.0
1,0,4337,710,117,0,0,68400.0
2,0,416,970,117,1,0,92400.0
1,0,2404,415,117,1,0,62400.0
2,0,7460,1060,117,0,0,93660.0
1,0,7642,600,117,0,0,67200.0
