bhk,type,locality,area,region,status,age,price_in_USD
2,0,70,1100,107,0,1,252000.0
1,0,8630,545,124,0,1,30000.0
3,0,3981,1100,124,1,0,93600.0
2,0,8700,700,124,1,0,53400.0
1,0,8544,610,217,0,1,40980.0
1,0,7848,590,124,1,0,30000.0
1,0,5164,500,124,0,0,25200.0
1,0,3982,500,124,1,0,33600.0
1,0,5307,500,124,0,1,29988.0
1,0,6985,600,124,0,1,40800.0
2,0,8994,950,47,1,0,91200.0
1,0,8994,650,47,1,0,62400.0
3,0,3889,1380,194,1,0,334800.0
2,0,3316,660,79,0,1,150000.0
2,0,3343,1000,79,0,1,252000.0
3,0,3756,2365,188,0,0,160800.0
2,0,3756,1015,188,0,0,74388.0
3,0,3137,1017,68,0,0,308400.0
2,0,3137,820,68,0,0,253200.0
3,0,3137,1286,68,0,0,399600.0
3,0,3137,891,68,0,0,273599.99999999994
2,0,3137,740,68,0,0,229200.0
3,0,3137,1058,68,0,0,319200.0
2,0,3137,781,68,0,0,242400.0
2,0,416,985,117,1,0,100800.0
1,0,9033,620,194,0,1,132000.0
2,0,945,975,80,0,1,180000.0
1,0,4443,700,80,0,1,108000.0
1,0,4443,700,80,0,1,108000.0
3,0,284,1550,154,0,0,390000.0
2,0,284,850,154,0,0,312000.0
1,0,284,550,154,0,0,186000.0
1,0,9495,620,34,0,0,146400.0
2,0,7264,956,117,0,1,100800.0
3,0,7950,1300,7,0,0,477600.0
4,0,7950,2100,7,0,0,732000.0
2,0,7952,1000,7,0,0,306000.0
2,0,8139,700,7,0,0,188400.0
1,0,8139,650,7,0,0,152400.0
2,0,8139,1050,7,0,0,312000.0
1,0,6118,450,79,0,1,103200.0
3,0,7161,1360,57,0,1,264000.0
3,0,7161,1360,57,0,1,276000.0
2,0,7118,1050,81,0,1,199200.0
2,0,5036,1107,117,0,0,114300.0
2,0,8170,1230,117,0,0,104400.0
2,0,5037,1145,117,0,0,124800.0
2,0,8184,1270,117,1,0,140400.0
1,0,8598,660,117,0,0,72000.0
3,0,4351,2150,132,0,0,498000.0
3,0,3798,1050,37,0,1,900000.0
2,0,6588,1100,78,0,1,104400.0
1,0,1895,650,78,0,1,62400.0
1,0,1189,600,194,0,1,56400.0
1,0,4812,640,194,0,1,70800.0
2,0,6321,900,56,0,1,216000.0
2,0,7914,740,108,0,1,228000.0
2,0,6225,720,62,1,0,186000.0
1,0,6225,520,62,1,0,132000.0
2,0,7878,950,194,1,0,198000.0
2,0,6976,850,194,1,0,138000.0
1,0,2440,750,205,1,0,47412.0
2,0,3316,660,79,0,1,150000.0
2,0,3343,1050,79,0,1,234000.0
1,0,3316,525,79,0,1,114000.0
2,0,3343,1050,79,0,1,252000.0
1,0,3316,525,79,0,1,114000.0
1,0,6684,400,79,0,1,84000.0
1,0,1943,500,213,1,0,82800.0
2,0,5119,999,34,0,1,196799.99999999997
2,0,6022,650,76,0,1,54000.0
1,0,1941,710,198,1,0,68400.0
1,0,2926,675,198,1,0,44400.0
1,0,6968,675,198,1,0,46200.0
1,0,7569,685,198,0,1,54000.0
1,3,7356,685,198,0,1,33600.0
1,0,242,690,198,0,1,47759.99999999999
1,0,1365,680,198,0,1,48000.0
1,0,8387,685,198,0,0,46800.0
2,0,8385,950,198,0,0,70800.0
1,0,1641,675,198,0,0,52560.0
1,0,8900,690,198,0,0,50400.0
1,0,7973,500,34,1,0,96000.0
2,0,9497,930,34,0,1,210000.0
2,0,7746,700,20,0,0,234000.0
5,4,9006,8000,194,1,0,1800000.0
3,0,1478,984,108,1,0,266400.00000000006
3,0,1478,984,108,1,0,266400.00000000006
3,0,1478,984,108,1,0,266400.00000000006
3,0,1478,984,108,1,0,266400.00000000006
2,0,1478,772,108,1,0,208800.0
2,0,1478,772,108,1,0,208800.0
2,0,1478,746,108,1,0,199200.0
2,0,1478,746,108,1,0,199200.0
1,0,3390,750,24,0,0,103200.0
2,0,7332,1050,117,0,0,122400.0
2,0,9300,1020,117,0,0,100800.0
2,0,2667,720,194,1,0,115200.0
3,0,6113,1326,194,1,0,403200.0
1,0,2419,755,117,0,0,93600.0
1,0,9408,450,213,0,0,102000.0
3,0,850,1680,55,0,1,372000.0
2,0,3000,855,34,0,0,288000.0
3,0,4434,1550,217,1,0,138000.0
2,0,4434,1050,217,1,0,84000.0
2,0,7873,1250,217,0,0,74400.0
2,0,2418,1108,117,0,0,140400.0
1,0,8648,640,198,0,1,57600.0
4,0,329,2650,220,0,1,960000.0
2,0,2346,1100,157,0,1,153600.0
2,0,6398,960,37,0,1,570000.0
2,0,4753,1065,198,0,1,120000.0
3,0,4033,1300,194,0,1,222000.0
2,0,4033,900,194,0,1,174000.0
2,0,2402,1050,117,1,0,110400.0
2,0,2402,1050,117,1,0,111600.0
1,0,4297,724,205,1,0,45732.0
1,0,4297,735,205,1,0,47424.00000000001
1,0,2437,620,124,0,0,48000.0
1,0,4964,655,124,0,1,46200.0
3,0,7734,726,83,1,0,116148.0
2,0,7734,548,83,1,0,87672.0
3,0,7734,710,83,1,0,113592.0
3,0,7734,726,83,1,0,116148.0
3,0,7734,726,83,1,0,116148.0
2,0,7734,548,83,1,0,87672.0
2,0,7734,548,83,1,0,87672.0
3,0,7734,710,83,1,0,113592.0
3,0,7734,710,83,1,0,113592.0
2,0,7734,547,83,1,0,87516.00000000001
2,0,7734,547,83,1,0,87516.00000000001
2,0,7734,563,83,1,0,90072.0
2,0,7734,563,83,1,0,90072.0
2,0,7734,568,83,1,0,90876.0
2,0,7734,568,83,1,0,90876.0
2,0,7734,549,83,1,0,87828.0
2,0,7734,549,83,1,0,87828.0
2,0,3782,1080,140,1,0,117960.0
2,0,3782,1080,140,1,0,117960.0
2,0,3782,1080,140,1,0,117960.0
2,0,3782,1080,140,1,0,117960.0
1,0,3782,725,140,1,0,81444.0
1,0,3782,725,140,1,0,81444.0
1,0,3782,665,140,1,0,75324.0
1,0,3782,665,140,1,0,75324.0
2,0,3782,925,140,1,0,102144.0
2,0,3782,925,140,1,0,102144.0
2,0,8410,409,140,0,0,94800.0
2,0,8410,409,140,0,0,94800.0
2,0,8410,409,140,0,0,94800.0
2,0,8410,409,140,0,0,94800.0
3,0,5534,1250,38,0,1,840000.0
1,0,1923,500,56,1,0,115200.0
1,0,6643,635,194,0,1,74400.0
1,0,5123,617,194,0,1,66000.0
1,0,5123,617,194,0,1,66000.0
3,0,6496,1200,38,0,1,840000.0
2,0,4047,1100,208,0,1,204000.0
1,0,5222,750,117,0,1,66000.0
1,0,5222,750,117,0,1,66000.0
2,0,7264,956,117,0,1,100800.0
1,0,5222,750,117,0,1,66000.0
1,0,5225,700,117,0,1,72000.0
1,3,8874,350,47,0,1,33600.0
1,0,5169,725,117,0,1,81456.0
1,0,1337,760,117,1,0,87600.0
1,0,9312,740,117,0,0,85200.0
2,0,646,840,120,1,0,190800.0
2,0,646,840,120,1,0,198000.0
3,0,5285,1500,91,0,1,312000.0
1,0,6290,653,37,0,1,270000.0
1,0,6719,400,37,0,1,222000.0
2,0,6719,960,37,0,1,600000.0
3,0,5285,1500,91,0,1,300000.0
2,0,9333,855,194,1,0,144000.0
2,0,7227,835,194,1,0,164400.00000000003
2,0,6160,855,194,0,1,186000.0
1,0,6634,580,194,0,1,84000.0
2,0,7732,575,91,1,0,104400.0
3,0,7732,929,91,1,0,168000.0
2,0,7765,1010,198,0,1,84000.0
2,0,7801,1150,198,1,0,104400.0
1,0,8184,740,117,1,0,76800.0
3,0,7652,1450,117,1,0,144000.0
1,0,7642,490,117,1,0,72000.0
3,0,5421,1260,132,0,1,262800.0
3,0,3340,1245,79,0,1,228000.0
3,0,329,1850,220,0,1,690000.0
7,0,2074,5000,69,0,1,2040000.0
3,0,1565,1400,69,0,1,780000.0
3,0,2074,1800,69,0,1,840000.0
3,0,6751,1800,69,0,1,900000.0
2,0,2637,1150,8,0,1,510000.0
3,0,1565,1250,69,0,1,750000.0
1,0,2434,705,124,1,0,44412.0
1,0,2434,705,124,1,0,43812.0
2,0,2434,865,124,1,0,55440.0
2,0,2434,865,124,1,0,55020.0
1,0,5258,679,205,1,0,43812.0
2,0,5285,1265,91,0,1,216000.0
3,0,3301,1200,120,0,1,300000.0
2,0,4877,800,57,0,0,204000.0
2,0,7674,980,57,0,0,222000.0
2,0,7674,850,57,0,0,198000.0
2,0,9281,800,56,1,0,176400.0
2,0,3080,1000,154,0,0,222000.0
2,0,3105,738,108,1,0,160800.0
2,0,3105,738,108,1,0,160800.0
3,0,3105,999,108,1,0,225600.0
3,0,3105,999,108,1,0,225600.0
3,0,3105,1150,108,1,0,228000.0
3,0,3105,1150,108,1,0,228000.0
1,0,3105,501,108,1,0,114000.0
1,0,3105,501,108,1,0,114000.0
2,0,3105,623,108,1,0,144000.0
2,0,3105,623,108,1,0,144000.0
2,0,3105,631,108,1,0,145200.0
2,0,3105,631,108,1,0,145200.0
2,0,3105,744,108,1,0,164400.00000000003
2,0,3105,744,108,1,0,164400.00000000003
1,0,5985,650,205,0,1,61200.0
1,0,6306,580,194,0,1,55200.0
1,3,5685,450,157,0,1,24000.0
2,0,4543,922,194,1,0,180000.0
2,0,2337,955,194,1,0,184800.0
1,3,8773,250,79,0,1,57600.0
1,3,8773,250,79,0,1,60000.0
2,0,7081,950,76,0,1,78000.0
1,0,9405,450,213,1,0,90000.0
4,0,2534,2300,88,0,1,2160000.0
1,0,4297,717,205,1,0,47412.0
3,0,6610,945,194,0,1,150000.0
1,0,2451,545,194,0,1,90000.0
2,0,2440,1030,205,1,0,67812.0
2,0,8124,800,76,0,0,66000.0
1,0,8124,630,76,0,0,49800.0
1,0,7701,755,76,0,0,62400.0
1,0,7701,755,76,0,0,61200.0
1,0,255,560,213,1,0,96000.0
2,0,9300,1070,117,0,1,97200.0
2,0,7117,1050,81,0,1,198000.0
2,0,5569,940,79,0,1,132000.0
3,0,2773,1500,19,0,1,570000.0
1,0,2420,710,117,0,0,81600.0
2,0,2420,890,117,0,0,103200.0
2,0,2419,1140,117,0,0,117600.0
2,0,4414,1000,91,1,0,144000.0
1,0,3316,525,79,0,1,108000.0
2,0,8161,1010,117,0,1,144000.0
1,0,4683,650,117,0,1,69600.0
1,0,8433,665,198,0,1,66000.0
2,0,1123,1100,91,0,1,180000.0
3,0,7760,4900,91,0,1,324000.0
1,3,1647,450,217,1,0,25800.0
1,0,4341,650,217,1,0,43800.0
2,0,4341,950,217,1,0,66600.0
1,0,793,550,217,1,0,48000.0
1,0,919,650,217,0,0,39600.0
2,0,919,750,217,0,0,50400.0
2,0,1070,950,205,1,0,61200.0
3,0,1070,1400,205,1,0,90000.0
2,0,9429,750,217,0,0,48168.0
2,0,9429,780,217,0,0,56292.0
1,3,1654,300,217,1,0,29100.0
1,0,1654,450,217,1,0,35700.0
1,0,3981,450,124,1,0,40788.0
1,0,298,550,217,0,0,41988.0
2,0,2441,750,217,1,0,48840.00000000001
1,0,3715,650,217,1,0,43200.0
1,0,7242,650,217,1,0,46788.0
2,0,7242,750,217,1,0,63588.0
1,0,302,650,217,0,0,42600.0
2,0,302,750,217,0,0,58440.0
2,0,8304,750,217,1,0,66408.0
1,0,9593,500,125,1,0,29520.0
2,0,9593,600,125,1,0,48600.0
2,0,9140,750,217,0,0,42600.0
2,0,8321,750,217,0,0,64800.0
1,0,7608,650,217,0,0,44400.0
1,0,7873,650,217,0,1,47988.0
1,0,8210,650,217,0,1,36000.0
3,0,1869,1500,91,0,1,270000.0
1,0,5062,650,217,0,1,37800.0
2,0,298,950,217,0,0,58740.0
1,0,7289,550,217,1,0,48959.99999999999
1,0,8544,650,217,0,0,40800.0
2,0,8544,750,217,0,0,54000.0
2,0,9579,650,217,0,0,48000.0
1,0,4743,550,217,0,0,37800.0
1,0,1618,650,217,1,0,44400.0
1,0,5835,550,108,0,1,46788.0
2,0,3585,1000,76,0,1,105600.0
1,0,5870,585,76,0,1,62400.0
3,0,8461,1501,76,0,1,180000.0
2,0,5458,1050,76,0,1,104400.0
2,0,6622,700,76,0,1,88800.0
2,0,1301,864,76,0,1,66000.0
1,0,3482,550,76,0,1,50388.0
2,0,7082,965,76,0,1,77987.99999999999
3,0,3415,1050,76,0,1,120000.0
1,0,5662,575,76,0,1,69600.0
2,0,7886,950,76,0,1,84000.0
3,0,5720,1490,76,0,1,105600.0
2,0,9252,1020,76,0,1,103200.0
2,0,6513,1117,155,0,1,102000.0
2,0,1926,790,76,0,1,81587.99999999999
2,0,9470,850,76,0,1,66000.0
1,0,9546,715,76,0,1,56400.0
2,0,5376,810,76,0,1,87600.0
2,0,5279,1040,91,0,1,102000.0
1,0,3413,605,76,0,1,54000.0
2,0,6836,1120,76,0,1,132000.0
1,0,5568,700,76,0,1,54000.0
3,0,6881,1180,76,0,1,98400.0
3,0,8461,1501,76,0,1,180000.0
2,0,5458,1050,76,0,1,104400.0
2,0,6622,700,76,0,1,88800.0
2,0,1301,864,76,0,1,66000.0
1,0,3482,550,76,0,1,50388.0
2,0,7082,965,76,0,1,77987.99999999999
3,0,3415,1050,76,0,1,120000.0
1,0,5662,575,76,0,1,69600.0
1,0,7644,800,76,0,1,56388.0
2,0,2280,986,76,0,1,78000.0
2,0,1926,790,76,0,1,81587.99999999999
2,0,3436,810,76,0,1,75588.0
1,0,7534,621,76,0,0,50400.0
3,0,3136,1500,141,0,1,780000.0
1,0,7333,550,117,0,1,85200.0
1,0,2232,600,147,0,1,174000.0
3,0,9748,1600,61,0,1,420000.0
1,0,3232,650,47,0,0,52200.0
3,0,3232,1000,47,0,0,81587.99999999999
1,0,5540,650,78,0,1,74400.0
2,0,3106,1050,78,0,1,91200.0
2,0,6661,1150,78,0,1,115200.0
1,0,893,620,78,0,1,60000.0
1,0,19,700,177,0,1,72000.0
2,0,8788,1100,78,0,1,108000.0
1,0,3564,650,78,0,1,67200.0
1,0,1346,700,78,0,1,76800.0
2,0,6434,1050,78,0,1,91200.0
1,0,6434,650,78,0,1,67200.0
1,0,6404,650,78,0,1,66000.0
2,0,7567,1100,198,0,1,91200.0
2,0,8788,1100,78,0,1,120000.0
1,0,9352,650,78,0,1,72000.0
2,0,8649,1150,78,0,1,117600.0
2,0,6434,1050,78,0,1,90000.0
2,0,5965,1250,78,0,1,122400.0
2,0,6318,1050,78,0,1,92400.0
2,0,7882,1150,78,0,1,108000.0
1,0,3666,650,78,0,1,74400.0
2,0,4568,990,78,0,1,105600.0
1,0,5543,680,78,0,1,68400.0
1,0,6444,650,78,0,1,68400.0
2,0,2394,974,117,1,0,116400.0
2,0,7643,1050,117,0,0,108000.0
1,0,3391,688,24,0,0,91872.0
2,0,3339,980,79,0,1,198000.0
2,0,1845,1000,79,0,1,186000.0
3,0,3329,980,79,0,1,264000.0
1,0,4651,750,117,0,0,80280.00000000001
1,0,302,750,217,0,1,43200.0
3,0,9074,1077,28,0,0,51840.0
3,0,9074,1077,28,0,0,51840.0
3,0,9074,1077,28,0,0,51840.0
3,0,9074,1077,28,0,0,51840.0
1,3,9074,418,28,0,0,21887.999999999996
1,3,9074,418,28,0,0,21887.999999999996
1,0,9074,605,28,0,0,31200.0
1,0,9074,605,28,0,0,31200.0
1,0,9074,583,28,0,0,30600.0
1,0,9074,583,28,0,0,30600.0
1,0,9074,567,28,0,0,30000.0
1,0,9074,567,28,0,0,30000.0
2,0,2767,1100,8,0,1,330000.0
3,0,70,1500,107,0,1,372000.0
2,0,9407,580,213,0,0,162000.0
3,0,2951,1320,34,0,0,331199.99999999994
2,0,7328,999,96,1,0,174000.0
2,0,3000,588,34,0,0,156000.0
3,0,3000,1455,34,0,0,398400.0
4,0,7664,1655,34,0,0,518400.0
3,0,7664,1450,34,0,0,348000.0
2,0,1124,988,44,1,0,266400.00000000006
2,0,7857,1250,78,0,1,120000.0
2,0,4605,1100,78,0,1,105600.0
2,0,5507,1100,78,0,1,128400.0
2,0,608,1020,154,1,0,229200.0
1,0,8286,565,154,0,1,132000.0
3,0,5256,1215,194,1,0,297600.0
2,0,1472,850,194,0,1,132000.0
3,0,572,1100,117,0,1,145200.0
2,0,5046,1085,117,0,1,108000.0
3,0,572,1100,117,0,1,144000.0
1,0,4064,700,117,0,1,75600.0
1,0,1863,670,117,0,1,74400.0
1,0,4332,710,117,0,0,67200.0
3,0,4033,1300,194,0,1,228000.0
3,0,4109,1300,194,0,1,210000.0
1,0,7591,670,117,0,1,78000.0
1,0,3563,630,117,0,1,86400.0
1,0,3563,710,117,0,1,74400.0
2,0,7440,950,117,0,1,108000.0
2,0,3336,1090,79,0,1,222000.0
1,0,1716,600,41,0,1,111600.0
1,3,5822,550,62,0,1,94800.0
2,0,3278,730,213,1,0,183600.0
3,0,1517,1550,91,0,1,192000.0
2,0,7564,1100,91,0,1,162000.0
2,0,9328,1075,117,0,1,162000.0
2,0,3563,860,117,0,1,150000.0
3,0,3784,1460,91,0,1,162000.0
2,0,5283,1063,47,1,0,93600.0
2,0,3114,940,194,1,0,144000.0
2,0,3278,730,213,1,0,183600.0
2,0,3846,1115,91,0,1,162000.0
2,0,3155,740,47,1,0,73788.0
2,0,9632,1150,91,0,1,162000.0
2,0,5283,701,47,1,0,62400.0
2,0,4407,1035,190,0,1,102000.0
1,0,1184,850,34,0,1,138000.0
1,0,1444,450,194,0,1,60000.0
1,0,880,650,194,0,1,103200.0
2,0,3156,850,194,0,1,136799.99999999997
3,0,7120,1300,194,0,1,228000.0
3,0,9286,1400,8,0,1,342000.0
2,0,7026,1200,61,0,1,276000.0
3,0,986,1980,220,0,1,1080000.0
2,0,2571,1200,107,0,1,276000.0
3,0,7595,1385,117,1,0,144000.0
1,0,6470,532,117,0,0,81600.0
1,0,8043,600,28,0,0,23376.0
1,0,3146,909,47,0,2,68400.0
3,0,332,1315,220,0,1,372000.0
5,0,2433,4000,88,0,1,2520000.0
1,0,5037,755,117,0,0,79812.00000000001
1,0,5037,755,117,0,0,79812.00000000001
1,0,8502,765,117,0,0,76980.00000000001
4,0,5059,1024,41,0,0,146400.0
2,0,5059,1024,41,0,0,139200.0
2,0,5059,1024,41,0,0,144000.0
1,0,1716,600,41,0,1,114000.0
4,0,20,2000,91,0,1,270000.0
3,0,4395,1710,91,0,1,222000.0
2,0,3114,940,194,1,0,144000.0
3,0,3114,1540,194,1,0,258000.0
3,0,4401,1780,91,0,1,276000.0
1,0,7122,420,47,1,0,44400.0
1,0,419,700,189,0,1,168000.0
2,0,2311,850,154,1,0,180000.0
2,0,1937,1200,154,0,0,285600.0
2,0,6997,1100,154,0,1,210000.0
2,0,1845,1081,79,0,0,222000.0
2,0,1845,1081,79,0,1,204000.0
1,0,3455,606,47,1,0,54000.0
2,0,5142,1006,47,1,0,92400.0
1,0,8665,735,47,1,0,57600.0
2,0,8665,935,47,1,0,87600.0
1,0,5142,684,47,1,0,60000.0
1,0,7127,625,47,1,0,66000.0
2,0,7128,900,47,1,0,90000.0
2,0,3455,806,47,1,0,78000.0
1,0,3159,622,47,1,0,52800.0
1,3,3080,420,154,0,0,106800.0
2,0,5162,900,117,0,1,86400.0
4,0,5573,1450,117,0,1,115200.0
2,0,8358,825,194,1,0,135599.99999999997
2,0,2951,1010,34,0,0,252000.0
3,0,740,1612,55,0,1,342000.0
2,0,4651,1050,117,1,0,118800.0
2,0,2664,1200,154,0,0,288000.0
2,0,8953,1074,78,0,1,110400.0
2,0,7311,890,79,0,1,252000.0
1,0,6605,600,154,0,1,138000.0
2,0,5034,1040,117,0,0,122400.0
1,0,3488,650,217,0,1,37200.0
2,0,3155,986,47,1,0,98387.99999999999
4,0,7804,1700,91,0,1,270000.0
3,0,6304,1550,91,0,1,216000.0
2,0,4743,850,217,0,0,51732.0
2,0,1184,850,34,0,1,162000.0
1,0,9497,650,34,0,1,144000.0
2,0,1184,900,34,0,1,158400.0
1,0,1184,650,34,0,1,114000.0
1,0,9497,650,34,0,1,132000.0
2,0,1184,1200,34,0,1,162000.0
2,0,1184,900,34,0,1,162000.0
1,0,6660,652,125,0,1,49200.0
2,0,1926,900,76,0,1,88800.0
2,0,9084,1140,76,0,1,94800.0
2,0,6109,1060,76,0,1,90000.0
2,0,842,780,76,0,1,78000.0
1,0,9463,650,76,0,1,76800.0
2,0,5955,580,76,0,1,55200.0
1,0,6573,521,2,0,1,50400.0
1,0,8786,549,76,0,1,54000.0
1,0,842,550,76,0,1,46800.0
2,0,1854,850,76,0,1,78000.0
1,0,8863,620,75,0,1,54000.0
1,0,5729,650,76,0,1,45588.0
2,0,4175,930,76,0,1,72000.0
2,0,7979,1047,76,0,1,66000.0
2,0,3435,700,76,0,1,80400.0
2,0,6174,1100,76,0,1,63600.0
2,0,6622,750,76,0,1,90000.0
2,0,6109,1050,76,0,1,91200.0
2,0,9245,1200,76,0,1,127200.0
1,0,6883,605,76,0,1,47988.0
2,0,5376,810,76,0,1,96000.0
3,0,5720,1050,76,0,1,108000.0
3,0,8861,1210,75,0,1,108000.0
1,0,9242,720,76,0,1,62400.0
2,0,7840,810,76,0,1,55200.0
1,0,3584,800,76,0,1,66000.0
1,0,4175,710,76,0,1,58788.0
1,0,8783,540,76,0,1,61200.0
1,0,6291,508,8,0,1,47988.0
1,0,6424,570,132,0,1,43200.0
3,0,6772,1100,76,0,1,113988.0
1,0,5329,612,76,0,1,50400.0
1,0,8690,374,124,1,0,44400.0
1,0,8690,374,124,1,0,44400.0
2,0,8690,516,124,1,0,56400.0
2,0,8690,516,124,1,0,56400.0
1,0,8690,374,124,1,0,44400.0
1,0,8690,374,124,1,0,44400.0
2,0,8690,516,124,1,0,56400.0
2,0,8690,516,124,1,0,56400.0
2,0,7045,957,194,1,0,175200.0
2,0,5989,980,76,0,1,84000.0
2,0,5989,980,76,0,1,84000.0
1,0,5399,525,79,0,1,94800.0
1,0,1716,600,41,0,1,110400.0
3,0,8056,1650,91,0,1,258000.0
3,0,9106,1550,91,0,1,234000.0
3,0,7881,1555,194,1,0,348000.0
2,0,3156,960,194,0,1,132000.0
2,0,571,655,117,0,1,103200.0
3,0,3583,1500,76,0,1,110400.0
3,0,9242,1450,76,0,1,113976.0
2,0,6460,1050,76,0,1,89987.99999999999
1,0,3583,550,76,0,1,53988.0
3,0,9249,1650,76,0,1,154800.0
2,0,3289,613,9,1,0,86400.0
1,0,3289,458,9,1,0,62400.0
2,0,3289,491,9,1,0,69192.0
1,0,3289,464,9,1,0,63216.0
3,0,3279,805,9,1,0,108528.0
2,0,3279,595,9,1,0,91140.0
2,0,3279,558,9,1,0,84119.99999999999
3,0,3279,986,9,1,0,145200.0
1,0,3279,444,9,1,0,62844.0
2,0,3279,489,9,1,0,72780.0
1,0,3279,417,9,1,0,60468.0
1,0,2655,730,117,0,1,90600.0
1,0,1037,431,62,1,0,126000.0
1,0,646,600,120,1,0,106800.0
2,0,8980,975,119,1,0,222000.0
1,0,8980,680,119,1,0,153600.0
2,0,646,900,120,1,0,160800.0
3,0,4405,1680,91,0,1,222000.0
2,0,5019,1000,91,0,1,102000.0
2,0,45,1000,91,0,1,168000.0
2,0,7906,1100,91,0,1,138000.0
2,0,1102,1050,91,0,1,126000.0
1,0,1015,645,91,0,1,78000.0
2,0,4550,1050,91,0,1,120000.0
4,0,7804,1700,91,0,1,270000.0
4,0,7907,2400,91,0,1,420000.0
2,0,9251,1050,91,0,1,114000.0
3,0,6314,1800,91,0,1,276000.0
3,0,7488,1500,91,0,1,270000.0
2,0,4402,1225,91,0,1,186000.0
2,0,4471,1150,91,0,1,174000.0
2,0,2110,1235,91,0,1,156000.0
3,0,6304,1600,91,0,1,216000.0
2,0,5019,1000,91,0,1,120000.0
1,0,1620,750,217,1,0,45600.0
1,0,8544,650,217,0,0,42780.0
2,0,1647,650,217,1,0,51600.0
1,0,4877,500,57,0,0,156000.0
1,0,7448,600,57,0,1,120000.0
3,0,7118,1085,81,0,1,378000.0
3,0,7118,1085,81,0,1,348000.0
2,0,360,755,120,0,1,174000.0
2,0,7118,765,81,0,1,204000.0
3,0,7136,1185,81,0,1,408000.0
2,0,9437,890,194,0,1,120000.0
2,0,8186,850,194,0,1,116400.0
3,0,7136,1185,81,0,1,408000.0
3,0,7118,1085,81,0,1,378000.0
2,0,360,755,120,0,1,174000.0
2,0,7118,765,81,0,1,204000.0
2,0,1007,750,104,0,1,372000.0
2,0,1841,880,213,0,1,378000.0
3,0,7136,1085,81,0,1,396000.0
3,0,7134,1550,120,0,1,306000.0
2,0,1718,1200,157,0,1,270000.0
2,0,5206,950,194,0,1,162000.0
3,0,4812,980,194,0,1,164400.00000000003
3,0,7952,1100,7,0,0,342000.0
3,0,7864,1300,154,0,0,420000.0
3,0,7232,1125,194,0,1,234000.0
2,0,4506,860,76,0,1,68388.0
3,0,5415,1438,76,0,1,120000.0
1,0,7485,600,125,0,1,31200.0
1,0,3747,585,125,0,1,27600.0
1,0,2419,756,117,0,0,75600.0
3,0,8698,1690,2,0,0,390000.0
2,0,912,900,34,1,0,264000.0
2,0,2103,1320,91,0,1,192000.0
2,0,4443,800,80,0,0,144000.0
3,0,9106,1550,91,0,1,234000.0
1,0,8346,700,91,0,1,78000.0
4,0,7907,2600,91,0,1,450000.0
4,0,7804,1700,91,0,1,270000.0
2,0,8969,1150,91,0,1,168000.0
2,0,7564,1100,91,0,1,162000.0
2,0,7336,1430,91,0,1,174000.0
2,0,8056,1100,91,0,1,174000.0
3,0,2836,1500,91,0,1,204000.0
2,0,2110,1235,91,0,1,156000.0
2,0,4471,1120,91,0,1,180000.0
2,0,2110,1235,91,0,1,156000.0
2,0,4471,1120,91,0,1,180000.0
3,0,9106,1550,91,0,1,234000.0
1,0,8346,700,91,0,1,78000.0
3,0,2951,1320,34,0,0,366000.0
1,0,2869,540,75,1,0,37200.0
1,0,5142,684,47,1,0,60000.0
2,0,7138,866,47,0,1,69600.0
3,0,912,1200,34,0,0,327600.0
4,0,3137,1201,68,0,0,492000.0
2,0,5208,750,194,0,1,98400.0
2,0,5251,915,194,1,0,163200.00000000003
2,0,3727,720,194,0,1,86400.0
3,0,9670,1440,194,1,0,348000.0
2,0,1305,880,194,0,1,139200.0
2,0,2163,980,194,0,1,192000.0
6,4,9006,8000,194,1,1,1800000.0
1,0,3171,650,194,1,0,66000.0
2,0,1473,980,194,1,0,117600.0
1,0,1472,850,194,1,0,52680.0
1,0,2861,550,194,0,1,74400.0
1,0,9033,670,194,1,0,114000.0
3,0,7948,1250,194,0,1,288000.0
1,0,8366,550,194,1,0,73200.0
2,0,4709,850,194,0,1,90000.0
1,0,2227,750,194,0,1,90000.0
2,0,4812,855,194,0,1,90000.0
4,0,3926,1625,194,0,1,192000.0
1,0,7293,712,194,0,1,96000.0
2,0,4812,938,194,0,1,118800.0
1,0,8852,420,154,0,1,126000.0
2,0,3232,900,47,0,0,69588.0
3,0,3100,1390,117,0,0,162000.0
3,0,2951,1150,34,0,1,364800.0
2,0,2951,925,34,0,1,295200.0
2,0,2951,850,34,0,0,264000.0
1,0,4064,700,117,0,1,72000.0
1,0,4064,700,117,0,1,72000.0
1,0,4064,700,117,0,1,72000.0
3,0,3141,1350,102,0,1,535200.0
4,0,3132,5500,194,0,1,1140000.0
2,0,7229,1000,194,0,1,132000.0
2,0,3189,1100,194,0,1,129600.0
2,0,7229,1100,194,0,1,147600.0
2,0,7229,1000,194,0,1,132000.0
2,0,3189,1150,194,0,1,132000.0
2,0,3262,890,194,1,0,106800.0
3,0,8056,1650,91,0,1,258000.0
3,0,8056,1650,91,0,1,258000.0
1,0,253,450,213,0,0,94800.0
1,0,1841,590,213,0,1,206400.0
3,0,1841,1225,213,0,1,540000.0
1,0,9353,433,154,1,0,154800.0
1,0,9353,385,154,1,0,138000.0
1,0,9353,538,154,1,0,192000.0
1,0,9353,433,154,1,0,154800.0
1,0,9353,433,154,1,0,154800.0
1,0,9353,385,154,1,0,138000.0
